 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_T9,rel_flux_C10,rel_flux_C11,rel_flux_C12,rel_flux_C13,rel_flux_C14,rel_flux_C15,rel_flux_C16,rel_flux_C17,rel_flux_T18,rel_flux_T19,rel_flux_T20,rel_flux_T21,rel_flux_T22,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_T9,rel_flux_err_C10,rel_flux_err_C11,rel_flux_err_C12,rel_flux_err_C13,rel_flux_err_C14,rel_flux_err_C15,rel_flux_err_C16,rel_flux_err_C17,rel_flux_err_T18,rel_flux_err_T19,rel_flux_err_T20,rel_flux_err_T21,rel_flux_err_T22,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_T9,rel_flux_SNR_C10,rel_flux_SNR_C11,rel_flux_SNR_C12,rel_flux_SNR_C13,rel_flux_SNR_C14,rel_flux_SNR_C15,rel_flux_SNR_C16,rel_flux_SNR_C17,rel_flux_SNR_T18,rel_flux_SNR_T19,rel_flux_SNR_T20,rel_flux_SNR_T21,rel_flux_SNR_T22,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_T9,Y(IJ)_T9,X(FITS)_T9,Y(FITS)_T9,RA_T9,DEC_T9,Source-Sky_T9,Source_Error_T9,Source_SNR_T9,Peak_T9,Mean_T9,Sky/Pixel_T9,FWHM_T9,Width_T9,X-Width_T9,Y-Width_T9,Angle_T9,Roundness_T9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10,X(IJ)_C11,Y(IJ)_C11,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Source_SNR_C11,Peak_C11,Mean_C11,Sky/Pixel_C11,FWHM_C11,Width_C11,X-Width_C11,Y-Width_C11,Angle_C11,Roundness_C11,X(IJ)_C12,Y(IJ)_C12,X(FITS)_C12,Y(FITS)_C12,RA_C12,DEC_C12,Source-Sky_C12,Source_Error_C12,Source_SNR_C12,Peak_C12,Mean_C12,Sky/Pixel_C12,FWHM_C12,Width_C12,X-Width_C12,Y-Width_C12,Angle_C12,Roundness_C12,X(IJ)_C13,Y(IJ)_C13,X(FITS)_C13,Y(FITS)_C13,RA_C13,DEC_C13,Source-Sky_C13,Source_Error_C13,Source_SNR_C13,Peak_C13,Mean_C13,Sky/Pixel_C13,FWHM_C13,Width_C13,X-Width_C13,Y-Width_C13,Angle_C13,Roundness_C13,X(IJ)_C14,Y(IJ)_C14,X(FITS)_C14,Y(FITS)_C14,RA_C14,DEC_C14,Source-Sky_C14,Source_Error_C14,Source_SNR_C14,Peak_C14,Mean_C14,Sky/Pixel_C14,FWHM_C14,Width_C14,X-Width_C14,Y-Width_C14,Angle_C14,Roundness_C14,X(IJ)_C15,Y(IJ)_C15,X(FITS)_C15,Y(FITS)_C15,RA_C15,DEC_C15,Source-Sky_C15,Source_Error_C15,Source_SNR_C15,Peak_C15,Mean_C15,Sky/Pixel_C15,FWHM_C15,Width_C15,X-Width_C15,Y-Width_C15,Angle_C15,Roundness_C15,X(IJ)_C16,Y(IJ)_C16,X(FITS)_C16,Y(FITS)_C16,RA_C16,DEC_C16,Source-Sky_C16,Source_Error_C16,Source_SNR_C16,Peak_C16,Mean_C16,Sky/Pixel_C16,FWHM_C16,Width_C16,X-Width_C16,Y-Width_C16,Angle_C16,Roundness_C16,X(IJ)_C17,Y(IJ)_C17,X(FITS)_C17,Y(FITS)_C17,RA_C17,DEC_C17,Source-Sky_C17,Source_Error_C17,Source_SNR_C17,Peak_C17,Mean_C17,Sky/Pixel_C17,FWHM_C17,Width_C17,X-Width_C17,Y-Width_C17,Angle_C17,Roundness_C17,X(IJ)_T18,Y(IJ)_T18,X(FITS)_T18,Y(FITS)_T18,RA_T18,DEC_T18,Source-Sky_T18,Source_Error_T18,Source_SNR_T18,Peak_T18,Mean_T18,Sky/Pixel_T18,FWHM_T18,Width_T18,X-Width_T18,Y-Width_T18,Angle_T18,Roundness_T18,X(IJ)_T19,Y(IJ)_T19,X(FITS)_T19,Y(FITS)_T19,RA_T19,DEC_T19,Source-Sky_T19,Source_Error_T19,Source_SNR_T19,Peak_T19,Mean_T19,Sky/Pixel_T19,FWHM_T19,Width_T19,X-Width_T19,Y-Width_T19,Angle_T19,Roundness_T19,X(IJ)_T20,Y(IJ)_T20,X(FITS)_T20,Y(FITS)_T20,RA_T20,DEC_T20,Source-Sky_T20,Source_Error_T20,Source_SNR_T20,Peak_T20,Mean_T20,Sky/Pixel_T20,FWHM_T20,Width_T20,X-Width_T20,Y-Width_T20,Angle_T20,Roundness_T20,X(IJ)_T21,Y(IJ)_T21,X(FITS)_T21,Y(FITS)_T21,RA_T21,DEC_T21,Source-Sky_T21,Source_Error_T21,Source_SNR_T21,Peak_T21,Mean_T21,Sky/Pixel_T21,FWHM_T21,Width_T21,X-Width_T21,Y-Width_T21,Angle_T21,Roundness_T21,X(IJ)_T22,Y(IJ)_T22,X(FITS)_T22,Y(FITS)_T22,RA_T22,DEC_T22,Source-Sky_T22,Source_Error_T22,Source_SNR_T22,Peak_T22,Mean_T22,Sky/Pixel_T22,FWHM_T22,Width_T22,X-Width_T22,Y-Width_T22,Angle_T22,Roundness_T22,ALTITUDE,AZIMUTH,HOUR_ANGLE,ZENITH_DIST,JD_UTC_MOBS,HJD_UTC_MOBS,HJD_CORR,BJD_CORR,DEC_EOD,RA_J2000
1,aligned_Calibrated-T17-francomallia-TIC-20180918-193216-Clear-BIN1-E-120-001.fit,1,0,58379.89854,2458379.899,NaN,NaN,2458379.902223,1.305474,NaN,-35,120,NaN,NaN,6.1269,5,22,30,0.144358,0.04657,0.088572,0.088446,0.038308,0.026471,0.033666,0.154294,0.023621,0.037624,0.142659,0.097577,0.040343,0.060952,0.143157,0.054535,0.042507,0.000963,0.004197,0.003708,0.005175,0.00521,0.000695,0.000584,0.000661,0.00066,0.00057,0.000552,0.00056,0.000799,0.000534,0.000569,0.000775,0.000676,0.000571,0.000605,0.000771,0.000592,0.000573,0.000517,0.000519,0.000519,0.000518,0.000517,207.600016,79.789606,134.020945,133.91865,67.181601,47.921116,60.104819,193.145844,44.233579,66.130628,184.00132,144.41981,70.606318,100.777747,185.731217,92.132449,74.235534,1.862892,8.087838,7.141993,9.986002,10.073203,1207338.205,2638.672284,535.461449,556.596213,535.961449,470.903787,22.196621,-58.955805,174289.0831,78.539816,748.155514,232.958362,12135,2219.117528,4584.913082,1069,4.611595,5.182665,5.559398,4.805933,350.266448,0.976473,497.382755,547.964127,497.882755,479.535873,22.195969,-58.953856,53723.3833,662.723939,81.064498,6809,684.027361,4573.244175,4.639454,5.277428,5.698252,4.856605,353.684022,0.973625,598.525412,579.41016,599.025412,448.08984,22.197704,-58.961209,98235.73317,697.47098,140.845621,8854,1250.776202,4604.699719,4.885011,5.246654,5.681288,4.81202,352.011955,0.970704,577.68083,643.957032,578.18083,383.542968,22.197378,-58.977827,98106.57914,697.147536,140.725706,8723,1249.131762,4604.955679,4.836224,5.252583,5.661231,4.843935,352.626263,0.974422,506.026624,648.284126,506.526624,379.215874,22.196161,-58.97941,44543.84493,655.7674,67.926287,6524,567.149848,4584.841113,4.687854,5.323669,5.839105,4.808233,354.350211,0.961728,563.054355,638.502581,563.554355,388.997419,22.197127,-58.976532,31135.36373,646.182154,48.183571,6001,396.427763,4604.357766,4.314371,5.352011,5.837195,4.866827,353.96084,0.96618,345.990221,571.120174,346.490221,456.379826,22.193403,-58.960778,39321.85833,648.529989,60.63229,6277,500.66145,4543.538328,4.778595,5.160469,5.66381,4.657127,355.336047,0.961652,370.310676,709.088959,370.810676,318.411041,22.193878,-58.995839,161384.5456,738.50162,218.529711,11376,2054.811853,4570.098667,4.634202,5.276022,5.722638,4.829405,351.135346,0.968856,517.505715,480.709631,518.005715,546.790369,22.196282,-58.936551,28517.97756,641.69356,44.441739,5755,363.102168,4572.925705,4.724164,5.288714,5.643886,4.933541,349.033166,0.979223,476.039137,424.542865,476.539137,602.957135,22.195551,-58.922488,43777.43182,654.961448,66.839708,6285,557.391574,4575.321429,4.838951,5.525212,5.834387,5.216036,17.598919,0.98136,552.158778,900.622516,552.658778,126.877484,22.197058,-59.043525,150734.4037,735.112687,205.049384,11017,1919.210036,4620.726079,4.770689,5.276429,5.728579,4.824279,350.009414,0.967227,335.601771,790.681649,336.101771,236.818351,22.193323,-59.016902,107335.2323,700.536096,153.218703,9386,1366.634623,4562.877224,4.688281,5.210686,5.658152,4.763221,354.281822,0.969743,354.535215,299.886511,355.035215,727.613489,22.193427,-58.891474,46818.3113,655.022351,71.475899,6492,596.109254,4535.049348,4.494784,5.258071,5.615523,4.90062,359.06438,0.981664,330.17945,255.886875,330.67945,771.613125,22.192993,-58.880403,69361.98443,670.458205,103.454598,7484,883.144215,4524.303111,4.670685,5.327628,5.721655,4.933602,347.610274,0.973746,263.240941,232.566725,263.740941,794.933275,22.191844,-58.874896,151194.3997,728.604961,207.512174,10910,1925.066887,4506.037071,4.768292,5.258826,5.714636,4.803015,352.686097,0.968379,184.770631,293.126575,185.270631,734.373425,22.190535,-58.890881,62437.2944,663.223533,94.142158,7095,794.976323,4491.882667,4.887098,5.308427,5.676287,4.940566,346.284523,0.975849,210.085201,334.105261,210.585201,693.394739,22.190984,-58.901174,49227.83883,654.167246,75.252681,6612,626.788311,4499.333029,4.754205,5.20061,5.542592,4.858627,350.297406,0.980724,519.837505,555.390133,520.337505,472.109867,22.196354,-58.955602,1162.827304,624.200265,1.862907,4790,14.805577,4589.444115,36.031541,6.96229,6.359472,7.565109,69.731525,0.948852,619.550362,642.136065,620.050362,385.363935,22.19809,-58.977083,5066.900737,626.386104,8.089101,4859,64.513784,4613.767075,4.971196,5.656701,6.058012,5.25539,334.066443,0.947727,649.143436,556.509712,649.643436,470.990288,22.198556,-58.955025,4477.236735,626.812636,7.142863,4881,57.005949,4616.098093,3.048108,5.326902,6.317165,4.336638,335.644991,0.70339,571.48593,491.431041,571.98593,536.068959,22.197205,-58.938928,6248.054803,625.532297,9.988381,4860,79.552705,4584.356007,5.72545,5.49151,5.825497,5.157523,16.668177,0.978958,391.985749,553.392097,392.485749,474.107903,22.194177,-58.955945,6289.803989,624.258205,10.075645,4844,80.084272,4547.511693,5.031048,5.515477,5.762157,5.268797,327.120103,0.952721,49.933512,146.453529,-2.89765,40.066488,2458379.899,2458379.901,0.002927,0.003682,-58.853606,22.196467
2,aligned_Calibrated-T17-francomallia-TIC-20180918-193502-Clear-BIN1-E-120-002.fit,2,0,58379.90006,2458379.9,NaN,NaN,2458379.903740,1.300586,NaN,-35,120,NaN,NaN,6.423339,5,22,30,0.143676,0.047977,0.08847,0.088585,0.038647,0.027489,0.035182,0.152971,0.023439,0.033552,0.140359,0.096933,0.042093,0.062727,0.145383,0.053994,0.041071,0.002142,0.003507,0.004123,0.006787,0.004449,0.00068,0.000572,0.000645,0.000646,0.000558,0.000542,0.000551,0.000779,0.000522,0.000549,0.000753,0.00066,0.00056,0.000594,0.000759,0.000578,0.000557,0.000505,0.000507,0.000506,0.000507,0.000504,211.290672,83.89896,137.096473,137.137626,69.231975,50.74231,63.866742,196.405186,44.905433,61.126679,186.359584,146.93095,75.153041,105.557481,191.646887,93.362807,73.747401,4.246103,6.917615,8.139916,13.374877,8.831504,1238299.299,2645.587991,535.407425,556.27236,535.907425,471.22764,22.19662,-58.955723,177913.897,78.539816,751.358288,236.789691,12406,2265.270092,4596.466125,1122,4.682137,5.149588,5.58602,4.713157,356.839188,0.97133,497.333184,547.715559,497.833184,479.784441,22.195968,-58.953792,56690.59599,664.437307,85.321212,6964,721.807086,4582.872583,4.798565,5.25955,5.649153,4.869946,353.662871,0.977192,598.559036,579.097494,599.059036,448.402506,22.197705,-58.961129,100648.0014,698.569419,144.077308,8836,1281.490155,4616.017422,4.65804,5.151544,5.516786,4.786303,354.571403,0.979361,577.648811,643.715833,578.148811,383.784167,22.197378,-58.977766,100767.7094,699.16546,144.125697,9139,1283.014324,4613.577236,4.634528,5.167655,5.560045,4.775265,356.364812,0.97683,505.891168,647.991237,506.391168,379.508763,22.196158,-58.979336,46076.28661,658.125682,70.011379,6651,586.661502,4604.823056,4.647661,5.274664,5.651737,4.897592,358.590998,0.979716,562.958673,638.223121,563.458673,389.276879,22.197125,-58.976461,33128.84883,649.066401,51.04077,5979,421.809604,4613.582956,4.769262,5.340235,5.77475,4.90572,358.413656,0.973785,346.067481,570.89269,346.567481,456.60731,22.193404,-58.960719,42085.74598,652.759185,64.473617,6397,535.85236,4560.926673,4.688228,5.306222,5.690583,4.921861,350.084879,0.97653,370.236478,708.878028,370.736478,318.621972,22.193876,-58.995786,164292.0824,740.800731,221.77635,12051,2091.831761,4578.082083,4.707285,5.13628,5.581586,4.690975,353.294832,0.968697,517.40607,480.574612,517.90607,546.925388,22.19628,-58.936517,29024.50066,643.365731,45.113532,5847,369.55142,4585.976419,4.786781,5.032039,5.401517,4.662562,344.314412,0.970735,476.398638,424.447568,476.898638,603.052432,22.195557,-58.922461,40198.8499,651.980754,61.656498,6446,511.827653,4586.312119,4.573084,5.090272,5.615248,4.565296,358.047337,0.958151,552.056116,900.334662,552.556116,127.165338,22.197056,-59.043452,152413.7942,735.974668,207.091087,11292,1940.5927,4630.627907,4.599559,5.162638,5.625017,4.70026,354.680232,0.967308,335.577577,790.332443,336.077577,237.167557,22.193323,-59.016813,109425.3049,702.502718,155.764956,9572,1393.246254,4574.256816,4.530219,5.084973,5.493574,4.676373,353.090792,0.97296,354.622542,299.606801,355.122542,727.893199,22.193429,-58.891402,50017.83367,656.745924,76.160098,6719,636.846838,4541.059807,4.667162,5.153878,5.588969,4.718787,358.935871,0.971856,330.225801,255.584697,330.725801,771.915303,22.192994,-58.880326,73090.54302,673.570032,108.512166,7704,930.617697,4527.588183,4.954867,5.240609,5.665862,4.815356,358.951931,0.97397,263.223694,232.249233,263.723694,795.250767,22.191843,-58.874815,157176.6321,732.132935,214.683187,11324,2001.235035,4515.365769,4.767293,5.210947,5.660038,4.761856,354.685962,0.969696,184.578613,292.932925,185.078613,734.567075,22.190532,-58.890833,63435.37278,665.235184,95.357814,7096,807.684252,4507.834234,4.758798,5.213812,5.59358,4.834044,356.630999,0.978708,209.825964,333.851222,210.325964,693.648778,22.190979,-58.901111,48851.69833,653.998824,74.696921,6673,621.999141,4516.113617,4.683806,5.244864,5.665683,4.824044,4.332069,0.973988,519.783482,555.06628,520.283482,472.43372,22.196353,-58.955519,2653.003311,624.783299,4.246278,4847,33.779087,4597.541276,36.006322,6.8142,7.734419,5.893981,8.648293,0.922819,620.492672,641.310074,620.992672,386.189926,22.198106,-58.976866,4342.141217,627.624858,6.91837,4962,55.285859,4627.840951,3.247116,4.28957,4.565588,4.013552,327.05197,0.901517,649.448855,556.296258,649.948855,471.203742,22.198561,-58.954968,5105.339958,627.103282,8.141147,4948,65.003207,4626.089565,5.381086,5.457015,6.298019,4.616012,4.295602,0.907283,572.826599,491.649397,573.326599,535.850603,22.197228,-58.938975,8404.918733,628.154308,13.380341,5396,107.014749,4604.015571,6.263801,5.995134,7.240172,4.750096,6.449489,0.83314,392.14528,553.46919,392.64528,474.03081,22.19418,-58.955963,5508.956218,623.673565,8.833076,4909,70.142209,4562.871658,4.380961,4.995467,5.128017,4.862918,342.035229,0.995711,50.191285,146.635341,-2.861161,39.808715,2458379.9,2458379.903,0.002927,0.003682,-58.853606,22.196467
3,aligned_Calibrated-T17-francomallia-TIC-20180918-193712-Clear-BIN1-E-120-003.fit,3,0,58379.90156,2458379.902,NaN,NaN,2458379.905244,1.29582,NaN,-35,120,NaN,NaN,6.099315,5,22,30,0.143319,0.04711,0.089984,0.087608,0.037941,0.02771,0.035085,0.154388,0.022773,0.034426,0.143018,0.097231,0.041344,0.060417,0.143221,0.054375,0.041888,0.001236,0.002934,0.003661,0.00665,0.004585,0.000662,0.000556,0.000631,0.000627,0.000541,0.000527,0.000535,0.000763,0.000507,0.000536,0.000739,0.000644,0.000544,0.000576,0.000735,0.000563,0.000544,0.000489,0.000491,0.000492,0.000493,0.00049,216.366927,84.783671,142.550003,139.753239,70.187152,52.59879,65.561906,202.330952,44.90253,64.271729,193.419775,151.086218,75.942244,104.905462,194.796987,96.621441,76.942469,2.52818,5.974824,7.446798,13.489565,9.362377,1280540.157,2664.311201,535.218746,556.34252,535.718746,471.15748,22.196617,-58.955742,183525.1847,78.539816,757.402831,242.308554,13824,2336.715226,4645.770925,1112,4.343696,4.926407,5.353244,4.499571,349.266452,0.965843,497.179757,547.706998,497.679757,479.793002,22.195965,-58.953791,57612.25435,668.570167,86.172338,7571,733.542005,4636.984155,4.346784,4.95597,5.339977,4.571964,350.338644,0.973353,598.434403,579.168964,598.934403,448.331036,22.197703,-58.961148,105715.6699,704.641,150.027702,9655,1346.013715,4658.449263,4.428006,4.923815,5.35644,4.49119,351.301094,0.966606,577.476628,643.780322,577.976628,383.719678,22.197375,-58.977783,103149.0819,702.90222,146.747412,9958,1313.334901,4665.440851,4.305951,4.931527,5.306231,4.556823,347.05501,0.971794,505.914516,648.120581,506.414516,379.379419,22.196159,-58.979369,46808.76814,659.683125,70.956443,6870,595.987746,4642.491708,4.39734,4.949319,5.431506,4.467132,355.812257,0.961937,562.809571,638.291975,563.309571,389.208025,22.197123,-58.97648,34527.06708,652.508823,52.91433,6365,439.612272,4656.542629,4.517439,5.125973,5.496266,4.755681,343.715369,0.970914,346.015108,570.917461,346.515108,456.582539,22.193403,-58.960726,43404.6665,655.812251,66.184592,6750,552.645378,4595.794011,4.378024,4.980637,5.412428,4.548845,352.712311,0.968381,370.086328,708.915699,370.586328,318.584301,22.193874,-58.995796,171259.9515,748.742295,228.730169,13191,2180.549427,4624.994511,4.336129,4.925153,5.345156,4.50515,351.845897,0.968876,517.218124,480.620039,517.718124,546.879961,22.196277,-58.93653,29162.1491,646.613981,45.099781,6173,371.304014,4635.29852,4.461977,4.848235,5.414486,4.281985,350.322232,0.940341,476.247733,424.49675,476.747733,603.00325,22.195554,-58.922475,42616.52315,657.082978,64.857141,6884,542.610425,4621.034007,4.009671,4.85621,5.284918,4.427501,356.461493,0.968833,551.904946,900.444902,552.404946,127.055098,22.197054,-59.043481,160225.5725,743.181901,215.594019,13022,2040.05535,4669.110132,4.212282,4.952029,5.422486,4.481571,349.503716,0.95932,335.397568,790.406046,335.897568,237.093954,22.19332,-59.016833,113474.8163,708.326001,160.201399,10619,1444.806234,4614.961051,4.240007,4.859842,5.311426,4.408258,351.967959,0.963236,354.431672,299.73517,354.931672,727.76483,22.193425,-58.891436,50841.21505,660.912678,76.925768,7251,647.330455,4591.869526,4.274204,4.948156,5.381215,4.515098,350.560709,0.966297,330.114811,255.652548,330.614811,771.847452,22.192992,-58.880344,72958.84643,677.825449,107.636629,8403,928.940884,4584.629318,4.376791,4.938446,5.43929,4.437601,348.368409,0.952242,263.096152,232.329007,263.596152,795.170993,22.191841,-58.874836,160424.2961,737.410699,217.550812,12854,2042.585578,4560.768543,4.338865,4.956564,5.401308,4.511821,351.310428,0.965203,184.466433,292.959106,184.966433,734.540894,22.19053,-58.89084,66038.476,668.935866,98.721685,7934,840.827991,4546.796184,4.070139,4.99459,5.321567,4.667614,346.071931,0.978255,209.775319,333.984768,210.275319,693.515232,22.190979,-58.901145,51482.95204,660.316269,77.967111,7140,655.501304,4563.188487,4.420303,4.934322,5.340772,4.527872,347.387324,0.967281,519.594803,555.13644,520.094803,472.36356,22.19635,-58.955538,1582.274247,625.84646,2.528215,4847,20.146141,4639.999103,35.713082,5.266856,4.545552,5.98816,300.979487,0.67291,620.561495,641.320469,621.061495,386.179531,22.198107,-58.976868,3756.492913,628.67168,5.975286,4904,47.829153,4668.722031,4.914169,4.505175,4.472837,4.537514,314.441739,0.457252,648.058949,556.072471,648.558949,471.427529,22.198537,-58.95492,4688.579228,629.534485,7.447692,4990,59.696845,4675.067797,3.377863,4.95039,5.425125,4.475655,328.84474,0.832727,571.148912,490.912509,571.648912,536.587491,22.197199,-58.938798,8516.037205,631.056867,13.494881,4989,108.429553,4644.207317,6.210987,5.655077,5.766344,5.543809,0.808322,0.998451,390.94024,552.866043,391.44024,474.633957,22.194159,-58.955817,5871.266883,626.993859,9.364154,4961,74.755292,4605.264388,4.087883,5.180877,6.571315,3.790439,351.627852,0.726614,50.445849,146.820976,-2.824951,39.554151,2458379.902,2458379.904,0.002927,0.003682,-58.853606,22.196467
