 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,ALT_OBJ,AIRMASS,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_C11,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_err_C11,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,rel_flux_SNR_C11,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10,X(IJ)_C11,Y(IJ)_C11,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Source_SNR_C11,Peak_C11,Mean_C11,Sky/Pixel_C11,FWHM_C11,Width_C11,X-Width_C11,Y-Width_C11,Angle_C11,Roundness_C11,AIRMASS2
1,coj1m011-fl12-20180918-0063-e91.fits,1,0,58379.8688,2458379.869,NaN,NaN,2458379.872503,NaN,1.421041,NaN,30,NaN,NaN,4.523658,10,16,24,0.105992,0.142487,0.076482,0.154816,0.154375,0.075497,0.069259,0.132538,0.086518,0.081054,0.149214,0.000279,0.000338,0.000274,0.000351,0.000352,0.000272,0.00027,0.000331,0.000286,0.000276,0.000345,380.497097,421.129049,278.824236,440.924063,439.068977,277.540936,256.078656,399.881081,302.408735,293.481267,433.085393,1696675.01,1409.921224,2190.530137,2024.75283,2191.030137,2071.74717,22.196531,-58.946291,179833.1806,314.159265,448.379307,401.073773,7507.672852,572.426792,550.84686,899,4.438239,7.046994,7.090426,7.003563,318.535008,0.989971,2800.732018,2598.454667,2801.232018,1498.045333,22.204969,-58.883471,211603.634,465.306524,454.761803,8595.71875,673.555287,554.911892,4.602736,7.192727,7.206925,7.178529,316.026846,0.987864,1808.055629,1658.933733,1808.555629,2437.566267,22.191227,-58.986277,120546.1911,419.903487,287.08071,4912.216797,383.710444,555.098682,4.566441,7.12404,7.187717,7.060363,319.615471,0.987583,1997.589215,1193.056023,1998.089215,2903.443977,22.193944,-59.036507,227458.4372,473.116081,480.766658,9451.31543,724.022692,568.837057,4.401025,7.115006,7.233366,6.996645,325.268802,0.991011,3323.443308,1089.322219,3323.943308,3007.177781,22.212556,-59.046062,226897.1757,474.38236,478.300196,9068.451172,722.236142,573.790967,4.687571,7.118351,7.138278,7.098423,316.92019,0.993012,1537.597715,2776.525635,1538.097715,1319.974365,22.187314,-58.865574,119102.2569,416.912675,285.676747,5252.213867,379.114258,542.985043,4.489235,7.074625,7.114869,7.034381,317.892113,0.987257,2243.522094,1215.083027,2244.022094,2881.416973,22.197389,-59.033859,109898.3345,418.907332,262.345216,4762,349.817264,568.416178,4.444765,7.105781,7.181478,7.030083,321.127049,0.989926,2900.349531,791.833451,2900.849531,3304.666549,22.206673,-59.078855,198557.8181,464.131897,427.804724,7917.08252,632.029165,580.242929,4.587814,7.114286,7.201153,7.027418,324.617079,0.994506,2228.02759,787.813944,2228.52759,3308.686056,22.197234,-59.080117,135104.2998,431.402413,313.17465,5670.351562,430.050343,577.162146,4.487547,7.066021,7.129589,7.002454,320.838804,0.992099,862.157824,3144.763961,862.657824,951.736039,22.177857,-58.826234,127210.6039,419.498167,303.244719,5211.702148,404.923928,528.47416,4.474971,7.213645,7.185253,7.242036,313.07509,0.986256,2036.408619,3281.276569,2036.908619,815.223431,22.194206,-58.810469,220296.2591,468.365889,470.350775,8764.025391,701.224772,564.552029,4.57989,7.289171,7.370268,7.208074,320.935587,0.988303,1.42059
2,coj1m011-fl12-20180918-0064-e91.fits,2,0,58379.86964,2458379.87,NaN,NaN,2458379.873347,NaN,1.417211,NaN,30,NaN,NaN,4.995496,10,16,24,0.106381,0.142561,0.076681,0.15662,0.154576,0.075476,0.069457,0.133258,0.08567,0.080578,0.147474,0.000275,0.000334,0.000272,0.000349,0.000347,0.000269,0.000266,0.000327,0.000281,0.000273,0.000339,387.356929,426.240607,282.10944,449.161643,445.564516,280.634245,261.578088,407.523436,304.425493,295.287413,434.444175,1692711.549,1388.845582,2191.005507,2024.470236,2191.505507,2072.029764,22.196531,-58.946303,180072.3112,314.159265,440.771011,408.53937,7224.398438,573.187969,513.271567,855,4.363747,7.146462,7.167015,7.125908,316.915938,0.992592,2801.207167,2598.245098,2801.707167,1498.254902,22.20497,-58.883476,211205.2536,458.917625,460.22476,8067.330078,672.287202,518.460553,4.647117,7.238481,7.206226,7.270736,311.881823,0.99327,1808.590441,1658.678843,1809.090441,2437.821157,22.191228,-58.986286,120554.9687,415.072897,290.442883,5002.026367,383.738384,519.478905,4.599447,7.233766,7.287677,7.179856,320.745819,0.994403,1998.059676,1192.970067,1998.559676,2903.529933,22.193944,-59.036499,229212.5858,467.399229,490.400009,9061.922852,729.606321,531.458758,4.608126,7.174919,7.247014,7.102824,322.792361,0.994406,3323.939236,1089.100619,3324.439236,3007.399381,22.212556,-59.046071,226622.241,466.699389,485.585039,8511.599609,721.360997,535.955335,4.715019,7.204709,7.193855,7.215564,313.759508,0.995155,1538.005075,2776.373373,1538.505075,1320.126627,22.187313,-58.865569,118793.5367,411.292448,288.829852,5040.90625,378.131571,507.620509,4.404083,7.184094,7.212147,7.156042,317.016816,0.987674,2243.955357,1215.036939,2244.455357,2881.463061,22.197389,-59.033846,109935.5309,410.047789,268.104191,4558.43457,349.935663,532.041235,4.6829,7.134958,7.198298,7.071618,321.72558,0.994175,2900.880057,791.709018,2901.380057,3304.790982,22.206674,-59.078853,199042.9885,456.065763,436.434841,7801.614258,633.57351,543.068072,4.563242,7.161577,7.285833,7.037322,329.44181,0.994842,2228.486161,787.734527,2228.986161,3308.765473,22.197233,-59.080108,133571.7277,423.884376,315.113591,5537.288574,425.172015,542.524628,4.531125,7.085773,7.056451,7.115094,311.560313,0.995226,862.611527,3144.43664,863.111527,952.06336,22.177858,-58.826246,126225.017,413.901598,304.963831,5450.919434,401.786708,491.339262,4.611692,7.213879,7.283479,7.144278,320.901612,0.991103,2036.843759,3280.990281,2037.343759,815.509719,22.194206,-58.81048,217547.6989,461.997457,470.885057,8436.004883,692.475833,528.556982,4.700295,7.269839,7.295845,7.243832,317.090235,0.990368,1.416776
3,coj1m011-fl12-20180918-0065-e91.fits,3,0,58379.87049,2458379.87,NaN,NaN,2458379.874194,NaN,1.413419,NaN,30,NaN,NaN,4.939822,10,16,24,0.105471,0.142934,0.075808,0.154053,0.154881,0.075609,0.070172,0.132853,0.086738,0.080714,0.148421,0.000271,0.000329,0.000267,0.000342,0.000343,0.000264,0.000263,0.000323,0.000279,0.000267,0.000335,388.572805,434.981973,284.138875,449.790932,451.511778,286.134182,266.418987,411.437436,311.104021,302.637626,443.093341,1685439.101,1362.673155,2190.722249,2024.367706,2191.222249,2072.132294,22.196531,-58.9463,177764.1899,314.159265,434.317557,409.295426,7631.638672,565.84099,480.510716,911,4.500217,7.134756,7.1716,7.097912,318.303253,0.991942,2800.939223,2598.199897,2801.439223,1498.300103,22.20497,-58.883465,210778.5752,448.304088,470.168755,8543.353516,670.929043,484.783299,4.571135,7.153985,7.168709,7.139261,316.10317,0.988568,1808.285808,1658.567398,1808.785808,2437.932602,22.191228,-58.986284,118765.8228,406.187903,292.391334,5088.291992,378.043355,486.697525,4.369751,7.006034,7.017266,6.994802,315.861311,0.988623,1997.696822,1192.838656,1998.196822,2903.661344,22.193942,-59.036501,224987.2305,459.507284,489.627125,9462.850586,716.156597,498.268228,4.438011,7.042933,7.042652,7.043213,314.972726,0.992986,3323.674259,1088.99972,3324.174259,3007.50028,22.212557,-59.046071,226034.1736,459.498079,491.915383,8732.116211,719.489121,504.631018,4.687464,7.21347,7.210413,7.216527,314.644055,0.995347,1537.77564,2776.405254,1538.27564,1320.094746,22.187314,-58.865549,118476.7103,402.187855,294.580527,5238.270508,377.123082,472.401455,4.515735,7.13946,7.146624,7.132297,315.553497,0.989211,2243.619802,1214.931559,2244.119802,2881.568441,22.197388,-59.033846,110515.5433,404.644578,273.117569,4666.843262,351.7819,496.998776,4.562769,7.151139,7.155557,7.146721,315.485208,0.994677,2900.582937,791.561105,2901.082937,3304.938895,22.206674,-59.078859,197655.8842,448.96707,440.245838,8207.867188,629.15822,510.473406,4.524255,7.05819,7.05975,7.056629,315.176152,0.994827,2228.172874,787.643405,2228.672874,3308.856595,22.197233,-59.080107,134522.9699,417.511114,322.202129,5566.711914,428.199912,506.7995,4.407144,7.129503,7.208657,7.050349,324.909474,0.995712,862.374788,3144.428087,862.874788,952.071913,22.177858,-58.826228,125877.9189,402.443761,312.783875,5380.973145,400.681861,459.846996,4.421808,7.200916,7.254014,7.147818,318.510014,0.985441,2036.595419,3281.028213,2037.095419,815.471787,22.194207,-58.810458,217824.2719,453.086397,480.756591,8955.4375,693.356192,493.212766,4.344261,7.255122,7.264788,7.245457,315.596223,0.983608,1.412984
4,coj1m011-fl12-20180918-0066-e91.fits,4,0,58379.87137,2458379.871,NaN,NaN,2458379.875075,NaN,1.409533,NaN,30,NaN,NaN,5.120981,10,16,24,0.105533,0.143192,0.076979,0.15472,0.153911,0.075896,0.069883,0.132577,0.085694,0.080645,0.14866,0.000267,0.000326,0.000263,0.000339,0.000339,0.00026,0.00026,0.000319,0.000274,0.000262,0.000332,395.610981,438.617598,292.802068,457.029753,454.009422,292.371204,268.72976,416.10879,312.733552,307.747461,447.866467,1687090.326,1346.683445,2191.01346,2024.297787,2191.51346,2072.202213,22.196531,-58.946293,178043.7988,314.159265,427.018637,416.946202,7391.249512,566.731013,453.74001,882,4.711214,7.19682,7.157024,7.236616,311.574963,0.991403,2801.244964,2598.103929,2801.744964,1498.396071,22.204969,-58.883462,211318.856,446.106516,473.695963,8130.085449,672.64881,457.225923,4.668364,7.274451,7.257095,7.291807,313.516858,0.991497,1808.603166,1658.467157,1809.103166,2438.032843,22.191228,-58.98628,120588.0365,399.767018,301.645786,5007.270996,383.843642,460.584126,4.768014,7.252824,7.15601,7.349638,305.080749,0.993814,1998.053748,1192.729366,1998.553748,2903.770634,22.193943,-59.036495,226051.5115,454.049525,497.856509,8464.685547,719.544309,470.57388,4.627861,7.175121,7.12526,7.224981,309.653702,0.99439,3323.965155,1088.884218,3324.465155,3007.615782,22.212556,-59.046063,225027.7235,455.655634,493.854803,8300.512695,716.285491,475.95721,4.791036,7.143501,7.07797,7.209032,306.148856,0.99636,1538.054591,2776.18697,1538.554591,1320.31303,22.187313,-58.865562,119011.2657,395.154398,301.176619,4801.09375,378.824624,445.143128,4.621797,7.273558,7.241218,7.305899,312.458697,0.989925,2244.011895,1214.812105,2244.511895,2881.687895,22.197389,-59.033841,110198.1482,400.103527,275.424086,4396.554199,350.7716,470.523657,4.66161,7.232039,7.257085,7.206992,317.543351,0.993897,2900.840174,791.444565,2901.340174,3305.055435,22.206673,-59.078851,197487.443,443.659229,445.133179,7473.328613,628.622055,481.044122,4.650043,7.205728,7.166694,7.244763,308.259792,0.99784,2228.462165,787.415751,2228.962165,3309.084249,22.197233,-59.080113,133162.5182,411.378323,323.698432,5327.31543,423.86946,479.032024,4.72502,7.157427,7.043555,7.2713,303.043786,0.993841,862.658424,3144.322936,863.158424,952.177064,22.177858,-58.826232,125901.571,395.717297,318.160393,5420.14209,400.757147,431.615623,4.586289,7.182007,7.178386,7.185629,314.677889,0.991955,2036.901474,3280.84596,2037.401474,815.65404,22.194206,-58.810467,218343.2527,449.511885,485.734104,8578.314453,695.008159,468.497735,4.579723,7.234,7.178102,7.289898,310.008999,0.992052,1.409074
5,coj1m011-fl12-20180918-0067-e91.fits,5,0,58379.87221,2458379.872,NaN,NaN,2458379.875918,NaN,1.405781,NaN,30,NaN,NaN,5.287908,10,16,24,0.106006,0.142108,0.075853,0.155942,0.154158,0.075852,0.070304,0.132195,0.085981,0.080895,0.148941,0.000264,0.000322,0.000259,0.000336,0.000336,0.000257,0.000256,0.000314,0.000271,0.000259,0.000329,400.800875,441.286094,292.624076,463.705731,458.595513,295.618344,274.611517,420.857213,317.519543,312.417313,452.693095,1690611.445,1334.110071,2191.104745,2024.536535,2191.604745,2071.963465,22.196531,-58.946296,179214.5683,314.159265,424.187045,422.48949,6473.43457,570.457688,435.866683,867,4.635569,7.430173,7.441241,7.419104,315.973451,0.992309,2801.258211,2598.27953,2801.758211,1498.22047,22.204969,-58.883471,210355.5707,441.848718,476.080527,7253.782227,669.582578,438.800514,4.88477,7.535763,7.493011,7.578514,311.926548,0.988773,1808.693819,1658.738198,1809.193819,2437.761802,22.191228,-58.986279,119196.7285,395.706927,301.224771,4413.48877,379.414971,442.657071,4.872073,7.459985,7.474039,7.445931,316.267008,0.992737,1998.080627,1193.004064,1998.580627,2903.495936,22.193942,-59.036496,228071.8076,451.19926,505.479126,8114.295898,725.975111,451.999662,4.80629,7.473537,7.465296,7.481779,314.026335,0.995787,3324.032781,1089.166919,3324.532781,3007.333081,22.212556,-59.046065,225810.6301,452.801071,498.697208,7477.283203,718.77756,459.184319,5.096202,7.509036,7.488692,7.529379,312.3502,0.996559,1538.091315,2776.367911,1538.591315,1320.132089,22.187313,-58.865568,119194.578,391.426725,304.513132,4470.244141,379.408126,427.376937,4.840267,7.535422,7.558779,7.512064,316.704906,0.989136,2244.053438,1215.022154,2244.553438,2881.477846,22.197389,-59.033848,111049.0559,394.334274,281.611473,4024.119629,353.480123,453.342185,4.822363,7.456287,7.398288,7.514286,309.774833,0.992645,2900.925853,791.754604,2901.425853,3304.745396,22.206673,-59.07885,197395.7537,438.460237,450.202178,6692.87207,628.330199,464.610301,4.883402,7.425573,7.425138,7.426008,314.940215,0.996845,2228.544621,787.802097,2229.044621,3308.697903,22.197233,-59.080102,133852.1024,407.156656,328.748408,4947.750977,426.064475,462.346475,4.678421,7.39236,7.402004,7.382717,316.002566,0.994439,862.714118,3144.481294,863.214118,952.018706,22.177857,-58.826238,126526.3332,391.630509,323.075782,4913.901855,402.745827,413.540134,4.665499,7.374806,7.43068,7.318933,318.715471,0.986275,2036.951577,3281.025187,2037.451577,815.474813,22.194206,-58.810473,219158.8852,446.444912,490.897935,7811.999023,697.604398,448.438407,4.861145,7.543617,7.571138,7.516097,317.094766,0.990026,1.405371
6,coj1m011-fl12-20180918-0068-e91.fits,6,0,58379.87306,2458379.873,NaN,NaN,2458379.876764,NaN,1.402096,NaN,30,NaN,NaN,4.992523,10,16,24,0.106838,0.143627,0.075869,0.15549,0.154419,0.076047,0.069279,0.133324,0.086046,0.080336,0.147933,0.000264,0.00032,0.000257,0.000334,0.000333,0.000254,0.000252,0.000314,0.00027,0.000256,0.000326,405.012465,449.403159,295.504752,465.258501,464.041352,299.08341,275.121487,424.182067,318.51483,313.973688,454.242766,1693368.806,1325.464577,2191.330878,2024.079858,2191.830878,2072.420142,22.196531,-58.946297,180916.6341,314.159265,423.653187,427.039474,7350.637695,575.875532,422.509575,866,4.435633,7.237582,7.285963,7.189201,318.98479,0.990703,2801.558349,2597.979668,2802.058349,1498.520332,22.20497,-58.883455,212667.9278,437.780884,485.786236,8417.011719,676.943039,425.466971,4.404169,7.328333,7.308253,7.348413,313.697599,0.98546,1808.922955,1658.318452,1809.422955,2438.181548,22.191228,-58.986276,119414.8256,392.52345,304.223418,5051.18457,380.109196,428.152941,4.539212,7.193808,7.20583,7.181786,316.052273,0.991717,1998.337599,1192.657846,1998.837599,2903.842154,22.193942,-59.036486,227870.7261,449.768652,506.639859,8903.412109,725.335049,437.328171,4.455136,7.233559,7.26936,7.197757,318.352964,0.992815,3324.292232,1088.729716,3324.792232,3007.770284,22.212557,-59.046067,226510.2819,448.520591,505.016462,8182.125977,721.004621,444.157414,4.699125,7.225465,7.214788,7.236142,313.974155,0.993186,1538.410024,2776.019677,1538.910024,1320.480323,22.187314,-58.865555,119674.4441,388.358102,308.154879,5024.157227,380.935587,413.158897,4.390767,7.225444,7.192063,7.258825,313.026015,0.981991,2244.316262,1214.727291,2244.816262,2881.772709,22.197389,-59.033833,109714.4069,389.003575,282.039585,4450.523438,349.231804,439.374016,4.507186,7.126577,7.118491,7.134663,314.331424,0.990544,2901.176833,791.320848,2901.676833,3305.179152,22.206673,-59.078851,199207.103,439.029167,453.744576,7746.084961,634.095903,449.213932,4.647296,7.249706,7.287023,7.212389,319.008192,0.994551,2228.793161,787.298898,2229.293161,3309.201102,22.197232,-59.08011,134163.7183,406.991532,329.647444,5637.714844,427.056379,450.02392,4.549828,7.212969,7.319973,7.105964,324.426513,0.991573,863.044661,3144.087633,863.544661,952.412367,22.177858,-58.826229,125922.6116,387.92084,324.609041,5268.736328,400.824122,400.711403,4.518075,7.176004,7.199168,7.152841,316.604983,0.986708,2037.221225,3280.691892,2037.721225,815.808108,22.194207,-58.810459,218222.7602,443.45229,492.099748,8134.879395,694.62462,435.573675,4.483421,7.318655,7.34243,7.29488,316.535925,0.985301,1.401689
7,coj1m011-fl12-20180918-0069-e91.fits,7,0,58379.87392,2458379.874,NaN,NaN,2458379.877625,NaN,1.398414,NaN,30,NaN,NaN,5.16799,10,16,24,0.105547,0.143021,0.075749,0.155239,0.154354,0.076324,0.069004,0.133302,0.085817,0.080696,0.148867,0.000263,0.000319,0.000257,0.000333,0.000332,0.000254,0.000251,0.000313,0.000269,0.000256,0.000327,401.903069,447.911599,295.001177,465.704149,464.918974,299.982875,274.504817,425.597267,319.20362,315.085404,455.203527,1684582.188,1317.234163,2191.012436,2024.034533,2191.512436,2072.465467,22.19653,-58.946293,177803.2302,314.159265,419.989451,423.351658,6613.266113,565.96526,409.455659,830,4.737102,7.362331,7.385274,7.339388,316.805253,0.990205,2801.284651,2597.826279,2801.784651,1498.673721,22.20497,-58.883464,210783.6913,435.716516,483.763372,7398.304199,670.945328,411.79441,4.713376,7.436039,7.384354,7.487724,310.889282,0.990551,1808.631476,1658.190513,1809.131476,2438.309487,22.191228,-58.986281,118619.6278,390.6447,303.650933,4617.78418,377.578002,416.334948,4.845866,7.36306,7.380265,7.345855,316.529038,0.992327,1998.032419,1192.444703,1998.532419,2904.055297,22.193942,-59.036498,226371.3103,446.391212,507.114173,8409.023438,720.56226,426.370147,4.574581,7.388017,7.431113,7.34492,319.511189,0.994466,3324.031319,1088.482683,3324.531319,3008.017317,22.212557,-59.046081,225252.7503,445.107285,506.063948,7949.874512,717.001773,433.253304,4.642198,7.35663,7.362505,7.350755,315.835482,0.997,1538.048504,2775.900791,1538.548504,1320.599209,22.187312,-58.865562,119456.9666,386.439602,309.121959,4487.324707,380.243335,401.107888,4.697925,7.401599,7.376935,7.426263,313.335552,0.986828,2244.019311,1214.432775,2244.519311,2882.067225,22.197388,-59.033854,108739.6048,386.482104,281.357413,4260.060059,346.128912,426.637193,4.573327,7.305851,7.415378,7.196324,327.291078,0.994807,2900.921812,791.169909,2901.421812,3305.330091,22.206673,-59.078855,198145.5912,435.071888,455.431841,7074.450195,630.717006,438.407895,4.903414,7.444044,7.423575,7.464513,312.482202,0.996075,2228.557507,787.201713,2229.057507,3309.298287,22.197233,-59.080109,133139.9269,402.976853,330.391004,5042.663086,423.79755,436.838692,4.768667,7.324581,7.347821,7.301342,317.283454,0.993649,862.65321,3144.101062,863.15321,952.398938,22.177857,-58.826224,125788.5937,386.068551,325.819323,4901.285156,400.397529,387.874219,4.726485,7.375821,7.421455,7.330188,318.088728,0.986779,2036.897206,3280.630179,2037.397206,815.869821,22.194206,-58.810461,218284.1252,442.535046,493.258392,7964.493652,694.819951,424.234647,4.672427,7.47835,7.455326,7.501375,313.265863,0.98964,1.397974
8,coj1m011-fl12-20180918-0070-e91.fits,8,0,58379.87476,2458379.875,NaN,NaN,2458379.878470,NaN,1.394769,NaN,30,NaN,NaN,5.626318,10,16,24,0.105477,0.14253,0.076445,0.155348,0.154649,0.076135,0.069571,0.133123,0.085951,0.080066,0.148479,0.00026,0.000317,0.000254,0.000331,0.000331,0.000252,0.000251,0.000311,0.000267,0.000254,0.000324,405.40614,449.094446,300.517734,469.498252,466.554757,302.142988,277.486322,428.717573,322.401985,314.83091,458.137421,1685744.61,1309.160867,2191.347723,2024.821177,2191.847723,2071.678823,22.196531,-58.94629,177806.8,314.159265,416.284573,427.128007,5470.483398,565.976623,400.2621,851,5.083485,7.770155,7.770001,7.770309,314.987105,0.992283,2801.573013,2598.68735,2802.073013,1497.81265,22.204969,-58.883454,210295.7147,433.912969,484.649526,6534.374512,669.39205,404.043749,5.115557,7.754393,7.787915,7.720871,318.355853,0.994528,1808.935886,1658.905381,1809.435886,2437.594619,22.191228,-58.986285,119714.495,386.716479,309.566573,3986.224121,381.063073,406.907878,5.093476,7.737127,7.803212,7.671041,322.168649,0.995242,1998.369888,1193.166955,1998.869888,2903.333045,22.193943,-59.036499,226664.9914,443.235098,511.387732,7372.358398,721.497076,417.192263,5.03014,7.686885,7.73441,7.639359,321.009499,0.996474,3324.312309,1089.422728,3324.812309,3007.077272,22.212556,-59.046056,225781.9527,444.900263,507.488917,6843.409668,718.686277,423.487802,5.362851,7.733934,7.681827,7.786041,306.466215,0.997892,1538.392507,2776.787164,1538.892507,1319.712836,22.187314,-58.865553,119263.3292,383.04512,311.355825,3777.261963,379.626968,392.233676,5.014399,7.690841,7.667157,7.714524,312.603942,0.994565,2244.318243,1215.244249,2244.818243,2881.255751,22.197389,-59.033845,109650.9352,385.452167,284.473521,3561.09668,349.029767,417.200423,5.199727,7.744321,7.845285,7.643357,327.379658,0.996125,2901.205002,791.819675,2901.705002,3304.680325,22.206673,-59.07886,198046.8182,431.657411,458.805556,5865.305664,630.402602,428.570361,5.316813,7.741073,7.748957,7.733189,316.578801,0.998632,2228.766163,787.822573,2229.266163,3308.677427,22.197232,-59.080118,133423.6545,399.730488,333.784033,4329.349609,424.700683,426.948039,5.260583,7.729057,7.773277,7.684836,320.113832,0.995847,863.013699,3144.908548,863.513699,951.591452,22.177859,-58.826225,124964.6832,384.069237,325.370197,4020.466553,397.774941,379.401905,5.032874,7.726344,7.802057,7.650632,321.516216,0.992448,2037.20884,3281.451474,2037.70884,815.048526,22.194206,-58.810459,217938.0352,439.044166,496.392054,6670.48877,693.718312,411.873983,5.211607,7.798718,7.808306,7.789131,315.704793,0.99001,1.394365
