 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_T2,rel_flux_T3,rel_flux_T4,rel_flux_T5,rel_flux_T6,rel_flux_T7,rel_flux_T8,rel_flux_T9,rel_flux_T10,rel_flux_T11,rel_flux_T12,rel_flux_T13,rel_flux_T14,rel_flux_T15,rel_flux_T16,rel_flux_C17,rel_flux_C18,rel_flux_C19,rel_flux_C20,rel_flux_C21,rel_flux_T22,rel_flux_C23,rel_flux_C24,rel_flux_C25,rel_flux_C26,rel_flux_err_T1,rel_flux_err_T2,rel_flux_err_T3,rel_flux_err_T4,rel_flux_err_T5,rel_flux_err_T6,rel_flux_err_T7,rel_flux_err_T8,rel_flux_err_T9,rel_flux_err_T10,rel_flux_err_T11,rel_flux_err_T12,rel_flux_err_T13,rel_flux_err_T14,rel_flux_err_T15,rel_flux_err_T16,rel_flux_err_C17,rel_flux_err_C18,rel_flux_err_C19,rel_flux_err_C20,rel_flux_err_C21,rel_flux_err_T22,rel_flux_err_C23,rel_flux_err_C24,rel_flux_err_C25,rel_flux_err_C26,rel_flux_SNR_T1,rel_flux_SNR_T2,rel_flux_SNR_T3,rel_flux_SNR_T4,rel_flux_SNR_T5,rel_flux_SNR_T6,rel_flux_SNR_T7,rel_flux_SNR_T8,rel_flux_SNR_T9,rel_flux_SNR_T10,rel_flux_SNR_T11,rel_flux_SNR_T12,rel_flux_SNR_T13,rel_flux_SNR_T14,rel_flux_SNR_T15,rel_flux_SNR_T16,rel_flux_SNR_C17,rel_flux_SNR_C18,rel_flux_SNR_C19,rel_flux_SNR_C20,rel_flux_SNR_C21,rel_flux_SNR_T22,rel_flux_SNR_C23,rel_flux_SNR_C24,rel_flux_SNR_C25,rel_flux_SNR_C26,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_T2,Y(IJ)_T2,X(FITS)_T2,Y(FITS)_T2,RA_T2,DEC_T2,Source-Sky_T2,Source_Error_T2,Source_SNR_T2,Peak_T2,Mean_T2,Sky/Pixel_T2,FWHM_T2,Width_T2,X-Width_T2,Y-Width_T2,Angle_T2,Roundness_T2,X(IJ)_T3,Y(IJ)_T3,X(FITS)_T3,Y(FITS)_T3,RA_T3,DEC_T3,Source-Sky_T3,Source_Error_T3,Source_SNR_T3,Peak_T3,Mean_T3,Sky/Pixel_T3,FWHM_T3,Width_T3,X-Width_T3,Y-Width_T3,Angle_T3,Roundness_T3,X(IJ)_T4,Y(IJ)_T4,X(FITS)_T4,Y(FITS)_T4,RA_T4,DEC_T4,Source-Sky_T4,Source_Error_T4,Source_SNR_T4,Peak_T4,Mean_T4,Sky/Pixel_T4,FWHM_T4,Width_T4,X-Width_T4,Y-Width_T4,Angle_T4,Roundness_T4,X(IJ)_T5,Y(IJ)_T5,X(FITS)_T5,Y(FITS)_T5,RA_T5,DEC_T5,Source-Sky_T5,Source_Error_T5,Source_SNR_T5,Peak_T5,Mean_T5,Sky/Pixel_T5,FWHM_T5,Width_T5,X-Width_T5,Y-Width_T5,Angle_T5,Roundness_T5,X(IJ)_T6,Y(IJ)_T6,X(FITS)_T6,Y(FITS)_T6,RA_T6,DEC_T6,Source-Sky_T6,Source_Error_T6,Source_SNR_T6,Peak_T6,Mean_T6,Sky/Pixel_T6,FWHM_T6,Width_T6,X-Width_T6,Y-Width_T6,Angle_T6,Roundness_T6,X(IJ)_T7,Y(IJ)_T7,X(FITS)_T7,Y(FITS)_T7,RA_T7,DEC_T7,Source-Sky_T7,Source_Error_T7,Source_SNR_T7,Peak_T7,Mean_T7,Sky/Pixel_T7,FWHM_T7,Width_T7,X-Width_T7,Y-Width_T7,Angle_T7,Roundness_T7,X(IJ)_T8,Y(IJ)_T8,X(FITS)_T8,Y(FITS)_T8,RA_T8,DEC_T8,Source-Sky_T8,Source_Error_T8,Source_SNR_T8,Peak_T8,Mean_T8,Sky/Pixel_T8,FWHM_T8,Width_T8,X-Width_T8,Y-Width_T8,Angle_T8,Roundness_T8,X(IJ)_T9,Y(IJ)_T9,X(FITS)_T9,Y(FITS)_T9,RA_T9,DEC_T9,Source-Sky_T9,Source_Error_T9,Source_SNR_T9,Peak_T9,Mean_T9,Sky/Pixel_T9,FWHM_T9,Width_T9,X-Width_T9,Y-Width_T9,Angle_T9,Roundness_T9,X(IJ)_T10,Y(IJ)_T10,X(FITS)_T10,Y(FITS)_T10,RA_T10,DEC_T10,Source-Sky_T10,Source_Error_T10,Source_SNR_T10,Peak_T10,Mean_T10,Sky/Pixel_T10,FWHM_T10,Width_T10,X-Width_T10,Y-Width_T10,Angle_T10,Roundness_T10,X(IJ)_T11,Y(IJ)_T11,X(FITS)_T11,Y(FITS)_T11,RA_T11,DEC_T11,Source-Sky_T11,Source_Error_T11,Source_SNR_T11,Peak_T11,Mean_T11,Sky/Pixel_T11,FWHM_T11,Width_T11,X-Width_T11,Y-Width_T11,Angle_T11,Roundness_T11,X(IJ)_T12,Y(IJ)_T12,X(FITS)_T12,Y(FITS)_T12,RA_T12,DEC_T12,Source-Sky_T12,Source_Error_T12,Source_SNR_T12,Peak_T12,Mean_T12,Sky/Pixel_T12,FWHM_T12,Width_T12,X-Width_T12,Y-Width_T12,Angle_T12,Roundness_T12,X(IJ)_T13,Y(IJ)_T13,X(FITS)_T13,Y(FITS)_T13,RA_T13,DEC_T13,Source-Sky_T13,Source_Error_T13,Source_SNR_T13,Peak_T13,Mean_T13,Sky/Pixel_T13,FWHM_T13,Width_T13,X-Width_T13,Y-Width_T13,Angle_T13,Roundness_T13,X(IJ)_T14,Y(IJ)_T14,X(FITS)_T14,Y(FITS)_T14,RA_T14,DEC_T14,Source-Sky_T14,Source_Error_T14,Source_SNR_T14,Peak_T14,Mean_T14,Sky/Pixel_T14,FWHM_T14,Width_T14,X-Width_T14,Y-Width_T14,Angle_T14,Roundness_T14,X(IJ)_T15,Y(IJ)_T15,X(FITS)_T15,Y(FITS)_T15,RA_T15,DEC_T15,Source-Sky_T15,Source_Error_T15,Source_SNR_T15,Peak_T15,Mean_T15,Sky/Pixel_T15,FWHM_T15,Width_T15,X-Width_T15,Y-Width_T15,Angle_T15,Roundness_T15,X(IJ)_T16,Y(IJ)_T16,X(FITS)_T16,Y(FITS)_T16,RA_T16,DEC_T16,Source-Sky_T16,Source_Error_T16,Source_SNR_T16,Peak_T16,Mean_T16,Sky/Pixel_T16,FWHM_T16,Width_T16,X-Width_T16,Y-Width_T16,Angle_T16,Roundness_T16,X(IJ)_C17,Y(IJ)_C17,X(FITS)_C17,Y(FITS)_C17,RA_C17,DEC_C17,Source-Sky_C17,Source_Error_C17,Source_SNR_C17,Peak_C17,Mean_C17,Sky/Pixel_C17,FWHM_C17,Width_C17,X-Width_C17,Y-Width_C17,Angle_C17,Roundness_C17,X(IJ)_C18,Y(IJ)_C18,X(FITS)_C18,Y(FITS)_C18,RA_C18,DEC_C18,Source-Sky_C18,Source_Error_C18,Source_SNR_C18,Peak_C18,Mean_C18,Sky/Pixel_C18,FWHM_C18,Width_C18,X-Width_C18,Y-Width_C18,Angle_C18,Roundness_C18,X(IJ)_C19,Y(IJ)_C19,X(FITS)_C19,Y(FITS)_C19,RA_C19,DEC_C19,Source-Sky_C19,Source_Error_C19,Source_SNR_C19,Peak_C19,Mean_C19,Sky/Pixel_C19,FWHM_C19,Width_C19,X-Width_C19,Y-Width_C19,Angle_C19,Roundness_C19,X(IJ)_C20,Y(IJ)_C20,X(FITS)_C20,Y(FITS)_C20,RA_C20,DEC_C20,Source-Sky_C20,Source_Error_C20,Source_SNR_C20,Peak_C20,Mean_C20,Sky/Pixel_C20,FWHM_C20,Width_C20,X-Width_C20,Y-Width_C20,Angle_C20,Roundness_C20,X(IJ)_C21,Y(IJ)_C21,X(FITS)_C21,Y(FITS)_C21,RA_C21,DEC_C21,Source-Sky_C21,Source_Error_C21,Source_SNR_C21,Peak_C21,Mean_C21,Sky/Pixel_C21,FWHM_C21,Width_C21,X-Width_C21,Y-Width_C21,Angle_C21,Roundness_C21,X(IJ)_T22,Y(IJ)_T22,X(FITS)_T22,Y(FITS)_T22,RA_T22,DEC_T22,Source-Sky_T22,Source_Error_T22,Source_SNR_T22,Peak_T22,Mean_T22,Sky/Pixel_T22,FWHM_T22,Width_T22,X-Width_T22,Y-Width_T22,Angle_T22,Roundness_T22,X(IJ)_C23,Y(IJ)_C23,X(FITS)_C23,Y(FITS)_C23,RA_C23,DEC_C23,Source-Sky_C23,Source_Error_C23,Source_SNR_C23,Peak_C23,Mean_C23,Sky/Pixel_C23,FWHM_C23,Width_C23,X-Width_C23,Y-Width_C23,Angle_C23,Roundness_C23,X(IJ)_C24,Y(IJ)_C24,X(FITS)_C24,Y(FITS)_C24,RA_C24,DEC_C24,Source-Sky_C24,Source_Error_C24,Source_SNR_C24,Peak_C24,Mean_C24,Sky/Pixel_C24,FWHM_C24,Width_C24,X-Width_C24,Y-Width_C24,Angle_C24,Roundness_C24,X(IJ)_C25,Y(IJ)_C25,X(FITS)_C25,Y(FITS)_C25,RA_C25,DEC_C25,Source-Sky_C25,Source_Error_C25,Source_SNR_C25,Peak_C25,Mean_C25,Sky/Pixel_C25,FWHM_C25,Width_C25,X-Width_C25,Y-Width_C25,Angle_C25,Roundness_C25,X(IJ)_C26,Y(IJ)_C26,X(FITS)_C26,Y(FITS)_C26,RA_C26,DEC_C26,Source-Sky_C26,Source_Error_C26,Source_SNR_C26,Peak_C26,Mean_C26,Sky/Pixel_C26,FWHM_C26,Width_C26,X-Width_C26,Y-Width_C26,Angle_C26,Roundness_C26
1,TOI-237-S001-R001-C001-I+z_out.fts,1,0,58637.77331,2458637.773,2458637.773,2458637.773,2458637.774150,2.2405,26.370308,-32,60,23.5495,-29.415111,4.193167,8,14,21,0.090013,0.001639,0.029483,0.003143,0.002962,0.000805,0.000713,0.000328,0.001297,0.002105,0.001057,0.001222,0.000278,0.000053,0.012087,0.000887,0.205139,0.156738,0.097316,0.184914,0.084346,0.303137,0.133663,0.058651,0.067253,0.156646,0.000324,0.000252,0.000272,0.000252,0.000253,0.00025,0.000252,0.00025,0.000251,0.000252,0.000251,0.000252,0.00025,0.000251,0.000259,0.000251,0.000486,0.000426,0.000354,0.000457,0.000337,0.000514,0.000396,0.000311,0.000323,0.000428,278.15722,6.502106,108.236981,12.468158,11.706992,3.216437,2.832271,1.311908,5.17231,8.357765,4.20886,4.844851,1.113868,0.210757,46.608419,3.529817,421.785402,368.219868,275.214062,404.684344,250.595946,589.268787,337.421368,188.437546,208.099574,366.286661,2379989.628,2313.525252,1052.064688,1049.934815,1052.564688,1030.565185,23.549576,-29.416885,214230.4654,201.06193,741.489327,288.919149,11259,1065.494923,1452.553579,769.6902,4.352504,5.68932,5.401239,5.977402,68.184562,0.980524,951.364739,987.787376,951.864739,1092.712624,23.548144,-29.406174,3901.190872,599.976809,6.502236,1640,19.402932,1458.514516,4.906412,6.628562,5.362797,7.894327,302.243698,0.268103,1144.944024,1099.923792,1145.444024,980.576208,23.550893,-29.425428,70169.01068,644.692247,108.841096,4939,348.992028,1438.614593,4.465366,5.620839,5.310711,5.930967,72.315389,0.981798,1134.466129,956.242566,1134.966129,1124.257434,23.550682,-29.399351,7481.211501,599.98132,12.469074,1952,37.208493,1444.420317,4.148643,3.341403,1.289077,5.393729,83.011643,0.155168,1007.85268,911.596629,1008.35268,1168.903371,23.548897,-29.391979,7048.598537,602.045503,11.70775,1734,35.056853,1456.889297,4.625038,8.032211,8.20538,7.859042,32.689449,0.989298,939.181673,1143.457844,939.681673,937.042156,23.548045,-29.434566,1916.989025,595.994816,3.216453,1581,9.534321,1445.680971,5.475037,6.575198,7.983293,5.167102,68.763901,-9.959576,914.473287,968.467917,914.973287,1112.032083,23.547622,-29.402876,1696.095786,598.844351,2.832282,1580,8.435688,1461.32115,2.809422,5.214387,6.711048,3.717725,282.665,-3.351716,918.754013,1129.923015,919.254013,950.576985,23.547754,-29.432224,781.222802,595.485303,1.311909,1637,3.885483,1447.526451,3.283229,6.705291,6.82199,6.588592,316.09036,0.163715,1076.925712,1225.419214,1077.425712,855.080786,23.550002,-29.448664,3085.885863,596.609087,5.172375,1596,15.347937,1444.249274,3.253996,8.203181,8.493662,7.9127,35.197527,0.95556,916.606598,1187.232301,917.106598,893.267699,23.54775,-29.442663,5009.689934,599.385648,8.358041,1695,24.916154,1451.067614,4.606603,7.640809,7.836873,7.444746,345.329815,0.996539,975.279173,1228.174347,975.779173,852.325653,23.548586,-29.449766,2515.173849,597.585313,4.208895,1679,12.509448,1451.556889,3.103829,5.804651,5.31064,6.298662,272.904497,-34.380131,889.529677,913.554753,890.029677,1166.945247,23.547249,-29.393032,2907.766664,600.17007,4.844904,1594,14.462045,1463.438164,4.499895,9.323518,8.480615,10.16642,72.069038,0.951027,1246.270714,979.630051,1246.770714,1100.869949,23.55225,-29.402939,661.736775,594.088842,1.113868,1589,3.291209,1440.791697,2.843965,9.517789,5.54983,13.485749,275.287087,-1.05091,832.648784,1043.507216,833.148784,1036.992784,23.546515,-29.417008,125.72987,596.563144,0.210757,1579,0.625329,1455.684749,4.291391,59.90988,62.747588,57.072172,302.381231,0.950856,1101.601204,1256.346161,1102.101204,824.153839,23.55036,-29.454144,28766.27311,616.556713,46.656329,2837,143.071705,1447.953633,4.58073,6.275549,5.875347,6.67575,73.539166,0.9771,1037.664069,816.772113,1038.164069,1263.727887,23.54927,-29.374552,2111.135925,598.083062,3.529837,1581,10.499929,1455.731809,4.608491,7.433866,3.2956,11.572132,285.564646,-0.889086,994.386127,607.361035,994.886127,1473.138965,23.548572,-29.336709,405122.6514,853.195943,474.829557,21606,2014.914767,1472.501188,4.300413,5.616724,5.298723,5.934725,74.501171,0.982661,1029.737641,600.591434,1030.237641,1479.908566,23.549062,-29.335269,322489.3092,807.187362,399.522248,17657,1603.930239,1466.98931,4.206637,5.586048,5.229191,5.942906,74.756417,0.978195,1475.434513,810.803455,1475.934513,1269.696545,23.555365,-29.370845,211070.1496,736.636037,286.532479,12155,1049.776802,1433.897718,4.294296,5.567578,5.209026,5.92613,75.719876,0.978673,1981.29812,982.734823,1981.79812,1097.765177,23.562494,-29.399017,371414.14,826.232324,449.527486,19067,1847.262385,1408.998429,4.438022,5.765361,5.516706,6.014016,83.688133,0.992215,1928.454257,1231.130595,1928.954257,849.369405,23.561875,-29.444533,185127.0996,715.057521,258.898192,10100,920.746656,1400.3196,4.151193,5.747141,5.461143,6.033139,73.829423,0.986192,1498.67841,1621.191133,1499.17841,459.308867,23.556065,-29.518133,721461.7565,1003.569739,718.895487,35377,3588.2564,1436.184611,4.293923,5.63172,5.259345,6.004096,74.505003,0.97641,1257.767747,1762.675341,1258.267747,317.824659,23.552769,-29.545326,280609.7437,778.989632,360.222694,14618,1395.638369,1438.124403,4.333341,5.641796,5.281372,6.002219,72.055499,0.97533,1045.502729,1609.513841,1046.002729,470.986159,23.549738,-29.518727,131855.4214,687.63128,191.753088,7629,655.795065,1443.51688,4.426279,5.812697,5.385039,6.240355,78.762645,0.974915,527.624457,1633.552123,528.124457,446.947877,23.542524,-29.526126,149975.5875,705.292304,212.643165,8595,745.917378,1478.772761,4.368407,5.626062,5.307179,5.944944,72.589447,0.981055,294.226303,1171.005827,294.726303,909.494173,23.539066,-29.443307,322325.5255,811.914845,396.994251,16690,1603.115646,1500.837981,4.355279,5.595593,5.199349,5.991837,74.121485,0.972533
2,TOI-237-S001-R001-C002-I+z_out.fts,2,0,58637.77413,2458637.774,2458637.774,2458637.774,2458637.774968,2.221874,26.611483,-32,60,23.5495,-29.415111,4.497917,8,14,21,0.090374,0.001747,0.02969,0.003082,0.002435,0.00088,0.000647,0.000469,0.001286,0.001981,0.001514,0.001045,-0.00006,0.000298,0.01125,0.001111,0.205206,0.156738,0.098417,0.184314,0.084605,0.302403,0.13411,0.058066,0.066828,0.156373,0.000322,0.00025,0.000271,0.00025,0.000251,0.000249,0.00025,0.000249,0.000249,0.00025,0.00025,0.00025,-0.000248,0.000249,0.000257,0.000249,0.000484,0.000423,0.000353,0.000455,0.000336,0.000512,0.000395,0.000309,0.000321,0.000425,280.368727,6.9805,109.435157,12.308275,9.715235,3.536487,2.593066,1.888496,5.158675,7.925339,6.061726,4.181266,0.243685,1.196516,43.702785,4.45537,423.859532,370.148179,278.568735,405.05232,251.771843,590.341037,339.365613,187.752374,208.201717,367.998304,2387514.805,2310.91478,1052.740938,1049.836358,1053.240938,1030.663642,23.549577,-29.416895,215768.5609,201.06193,740.709055,291.300018,11872,1073.144782,1441.471404,769.6902,4.303786,5.732107,5.412604,6.051609,66.566473,0.973578,951.937268,987.645773,952.437268,1092.854227,23.548144,-29.406174,4171.839718,597.628298,6.98066,1593,20.749029,1445.246745,6.47652,7.54195,9.643082,5.440819,11.846621,0.681172,1145.555247,1099.761803,1146.055247,980.738197,23.550893,-29.425428,70886.27051,644.102701,110.054298,4771,352.559386,1432.490223,4.598604,5.736577,5.463032,6.010123,64.236148,0.976608,1135.062689,956.084964,1135.562689,1124.415036,23.550682,-29.399351,7359.174537,597.862178,12.309149,1824,36.601531,1433.890469,4.341586,5.744811,4.725356,6.764265,279.790494,0.866631,1008.426553,911.451676,1008.926553,1169.048324,23.548897,-29.391979,5814.624721,598.479362,9.715665,1722,28.919571,1443.184221,4.45357,6.414101,6.855726,5.972476,36.161035,0.796298,939.766629,1143.313642,940.266629,937.186358,23.548045,-29.434566,2100.16362,593.852412,3.536508,1630,10.445357,1433.900975,3.588569,3.873641,4.150174,3.597108,49.631501,0.221196,915.03863,968.33015,915.53863,1112.16985,23.547622,-29.402876,1544.749354,595.721329,2.593074,1634,7.682953,1445.735111,3.707464,6.749606,6.099862,7.399351,12.19079,-32.125436,919.33473,1129.781005,919.83473,950.718995,23.547754,-29.432224,1120.694267,593.431082,1.888499,1547,5.573876,1435.593539,4.462829,7.765737,10.396985,5.134489,9.344397,-2.015983,1077.5384,1225.260455,1078.0384,855.239545,23.550002,-29.448664,3070.788386,595.259414,5.15874,1620,15.272848,1437.330866,4.669921,7.588929,6.984253,8.193605,50.656019,0.34828,917.192234,1187.089119,917.692234,893.410881,23.54775,-29.442663,4730.259909,596.835118,7.925572,1673,23.526383,1438.93489,4.621952,7.536087,8.335457,6.736716,328.828449,0.795741,975.877172,1228.02482,976.377172,852.47518,23.548586,-29.449766,3613.695007,596.139267,6.06183,1633,17.973044,1439.737066,4.817356,6.685938,6.648892,6.722983,46.794442,0.968662,890.086338,913.420578,890.586338,1167.079422,23.547249,-29.393032,2495.986469,596.940278,4.1813,1595,12.414018,1448.290226,4.15589,7.170965,7.268915,7.073015,41.959232,0.933533,1246.885843,979.461663,1247.385843,1101.038337,23.55225,-29.402939,-144.107245,591.367528,-0.243685,1544,-0.716731,1429.407466,4.684547,20.639113,21.595742,19.682484,3.311659,0.991328,833.208953,1043.375145,833.708953,1037.124855,23.546515,-29.417008,711.103419,594.311233,1.196517,1576,3.536738,1441.743459,2.345773,10.589464,12.857927,8.321002,343.084826,0.756821,1102.220343,1256.184406,1102.720343,824.315594,23.55036,-29.454144,26860.67532,614.071464,43.741937,2715,133.594039,1442.20146,4.353421,5.830501,5.411242,6.24976,66.017927,0.954343,1038.233663,816.626695,1038.733663,1263.873305,23.54927,-29.374552,2653.607841,595.592083,4.455412,1561,13.197963,1440.694464,4.078095,9.280603,10.125768,8.435437,324.828927,0.711664,995.109751,607.304071,995.609751,1473.195929,23.548575,-29.336723,406514.1048,851.763233,477.26186,20789,2021.835288,1456.418027,4.273767,5.641142,5.344001,5.938283,71.344419,0.982553,1030.5145,600.49353,1031.0145,1480.00647,23.549065,-29.335275,323508.2836,805.363092,401.692462,17601,1608.998202,1450.21037,4.34375,5.624795,5.314875,5.934715,70.897238,0.980452,1476.196045,810.703082,1476.696045,1269.796918,23.555367,-29.37086,213919.6261,737.050078,290.237573,11700,1063.948935,1425.307701,4.235327,5.650257,5.327932,5.972582,74.549887,0.982435,1982.009919,982.551255,1982.509919,1097.948745,23.562494,-29.399026,371567.974,826.615123,449.505415,18630,1848.027492,1411.136354,4.284666,5.721038,5.486409,5.955668,83.174576,0.992899,1929.192179,1230.974816,1929.692179,849.525184,23.561875,-29.444548,186238.7365,715.973212,260.119699,9886,926.275485,1401.620084,4.45373,5.79255,5.564607,6.020492,74.835376,0.991712,1499.425938,1621.100482,1499.925938,459.399518,23.556066,-29.518154,721992.3681,1003.688163,719.339327,36641,3590.895445,1435.123298,4.12573,5.623369,5.262749,5.983989,74.366451,0.977669,1258.39866,1762.647644,1258.89866,317.852356,23.552769,-29.545356,282326.2755,779.079867,362.384253,15241,1404.175697,1431.965192,4.364538,5.669475,5.262744,6.076206,74.654045,0.972444,1046.137163,1609.533098,1046.637163,470.966902,23.549738,-29.518761,131024.6995,685.994429,190.999655,7561,651.663394,1437.039578,4.269029,5.836128,5.401976,6.27028,76.061108,0.971981,528.353699,1633.478342,528.853699,447.021658,23.542526,-29.526133,149558.7838,703.110521,212.710206,8702,743.844366,1467.087068,4.37847,5.634978,5.263741,6.006215,70.792508,0.971965,294.77018,1170.901023,295.27018,909.598977,23.539067,-29.443303,322856.3207,809.410639,398.878276,16879,1605.755605,1481.13273,4.363777,5.597221,5.26304,5.931402,72.069673,0.978445
3,TOI-237-S001-R001-C003-I+z_out.fts,3,0,58637.77491,2458637.775,2458637.775,2458637.775,2458637.775748,2.204442,26.841342,-32,60,23.5495,-29.415111,4.746331,8,14,21,0.089759,0.001591,0.030057,0.003241,0.003401,0.000906,0.000657,0.000816,0.001174,0.00201,0.001479,0.001122,0.000467,-0.000245,0.011644,0.001413,0.205559,0.156407,0.098289,0.186028,0.08367,0.302403,0.13338,0.057881,0.067003,0.156728,0.000327,0.000256,0.000277,0.000257,0.000257,0.000255,0.000256,0.000255,0.000255,0.000256,0.000256,0.000256,0.000254,-0.000254,0.000263,0.000256,0.000491,0.000429,0.000359,0.000463,0.00034,0.000517,0.0004,0.000314,0.000326,0.00043,274.488489,6.207364,108.416515,12.621408,13.219325,3.557942,2.572267,3.201991,4.603575,7.859392,5.78337,4.381508,1.836248,0.962937,44.219917,5.519523,418.628867,364.506484,273.730433,402.047318,245.883767,584.580681,333.81114,184.048107,205.293581,364.082286,2384179.852,2340.489256,1053.341293,1049.743964,1053.841293,1030.756036,23.54958,-29.416883,214000.9399,201.06193,750.798251,285.031218,11597,1064.353357,1513.71778,769.6902,4.422908,5.730915,5.443435,6.018395,66.961934,0.979189,952.322179,987.60136,952.822179,1092.89864,23.548144,-29.406174,3792.840285,611.011338,6.207479,1680,18.86404,1516.906563,6.481965,6.949988,5.725245,8.17473,73.741151,0.835665,1145.938904,1099.731882,1146.438904,980.768118,23.550893,-29.425428,71662.22118,657.23562,109.035815,4938,356.418648,1503.565059,4.359567,5.799787,5.423051,6.176522,69.924961,0.971354,1135.448007,956.039226,1135.948007,1124.460774,23.550682,-29.399351,7726.355397,612.115743,12.622377,1882,38.427739,1507.254527,4.58762,4.951504,6.129426,3.773581,10.96248,0.764379,1008.812359,911.399594,1009.312359,1169.100406,23.548897,-29.391979,8109.068791,613.373678,13.220438,1857,40.331199,1512.432414,4.788959,7.56494,7.527919,7.601962,57.432919,0.999458,940.149736,1143.286092,940.649736,937.213908,23.548045,-29.434566,2159.617135,606.981176,3.557964,1668,10.741054,1502.054086,4.66162,4.186276,3.531343,4.841209,340.761241,-16.492258,915.423756,968.283198,915.923756,1112.216802,23.547622,-29.402876,1567.367234,609.331031,2.572275,1658,7.795445,1516.78774,2.477925,7.165341,6.316737,8.013945,52.871653,0.258845,919.717989,1129.75174,920.217989,950.74826,23.547754,-29.432224,1944.498628,607.27504,3.202007,1640,9.671143,1504.450238,6.258201,8.611642,8.950156,8.273129,42.272827,0.318021,1077.920589,1225.243454,1078.420589,855.256546,23.550002,-29.448664,2798.65322,607.924211,4.603622,1655,13.919359,1504.503888,4.594044,6.196162,8.363248,4.029076,34.619764,-2.091662,917.57483,1187.06609,918.07483,893.43391,23.54775,-29.442663,4791.397435,609.621596,7.859625,1745,23.830456,1505.610283,3.788243,5.507799,6.172334,4.843264,32.965349,0.659902,976.259306,1228.006943,976.759306,852.493057,23.548586,-29.449766,3527.061468,609.852834,5.783463,1715,17.542165,1511.819361,4.684074,5.82342,4.695686,6.951155,76.135095,0.822129,890.472095,913.367339,890.972095,1167.132661,23.547249,-29.393032,2674.604753,610.424478,4.381549,1683,13.302393,1518.206892,4.51657,7.726929,6.806249,8.647609,60.108788,0.782033,1247.270916,979.419774,1247.770916,1101.080226,23.55225,-29.402939,1113.660173,606.485713,1.836251,1634,5.538891,1503.570764,6.887327,6.08283,1.186405,10.979255,84.543561,-0.086767,833.593193,1043.335443,834.093193,1037.164557,23.546515,-29.417008,-584.274518,606.762831,-0.962937,1593,-2.905943,1509.420868,3.798761,16.898214,16.918763,16.877665,44.795476,0.883948,1102.60218,1256.171069,1103.10218,824.328931,23.55036,-29.454144,27761.56964,627.215119,44.26164,2744,138.07472,1509.420354,4.209929,6.010102,5.538708,6.481495,81.959855,0.973673,1038.620573,816.5646,1039.120573,1263.9354,23.54927,-29.374552,3367.710957,610.136352,5.519604,1670,16.74962,1513.94815,4.455705,8.321314,8.12037,8.522258,309.011541,0.945898,995.585773,607.211811,996.085773,1473.288189,23.548576,-29.336721,406525.1511,861.937888,471.640888,21134,2021.890228,1532.009882,4.357788,5.690302,5.388127,5.992478,68.800032,0.979431,1030.9544,600.383578,1031.4544,1480.116422,23.549066,-29.335271,322466.4894,815.409577,395.465663,16336,1603.816743,1524.951491,4.268094,5.721594,5.415016,6.028173,69.769534,0.980275,1476.527642,810.653432,1477.027642,1269.846568,23.555366,-29.370862,213366.9306,748.382791,285.104004,11725,1061.200053,1500.509849,4.407774,5.733743,5.435529,6.031957,73.755483,0.984874,1982.449129,982.51772,1982.949129,1097.98228,23.562494,-29.399026,373957.514,836.537463,447.030206,18533,1859.912089,1473.297404,4.560157,5.751346,5.488692,6.013999,78.408148,0.990169,1929.596807,1230.91213,1930.096807,849.58787,23.561876,-29.444537,184082.9848,725.135507,253.860117,10089,915.553655,1467.397051,4.395769,5.713925,5.451382,5.976468,71.706699,0.986957,1499.82121,1620.975891,1500.32121,459.524109,23.556066,-29.518125,720982.1623,1010.034585,713.819282,34492,3585.871094,1494.543922,4.363897,5.66541,5.309135,6.021685,71.217543,0.975022,1258.893329,1762.437744,1259.393329,318.062256,23.55277,-29.545309,280577.5478,787.442566,356.314937,14089,1395.478239,1495.688073,4.301168,5.696825,5.399427,5.994224,68.780546,0.980093,1046.553669,1609.346273,1047.053669,471.153727,23.549738,-29.518722,130449.054,696.878353,187.190567,7413,648.800367,1504.598342,4.429933,5.810193,5.399884,6.220502,75.79776,0.974473,528.680788,1633.410245,529.180788,447.089755,23.542525,-29.526117,149715.6426,713.819533,209.738786,8237,744.624518,1532.290075,4.400472,5.752232,5.434849,6.069615,68.117234,0.976793,295.186564,1170.870566,295.686564,909.629434,23.539067,-29.443303,323038.5372,817.999673,394.912795,16512,1606.661875,1541.047555,4.448229,5.673945,5.350076,5.997813,69.81022,0.977687
