 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_T10,rel_flux_T11,rel_flux_T12,rel_flux_T13,rel_flux_T14,rel_flux_T15,rel_flux_T16,rel_flux_T17,rel_flux_T18,rel_flux_T19,rel_flux_T20,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_T10,rel_flux_err_T11,rel_flux_err_T12,rel_flux_err_T13,rel_flux_err_T14,rel_flux_err_T15,rel_flux_err_T16,rel_flux_err_T17,rel_flux_err_T18,rel_flux_err_T19,rel_flux_err_T20,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_T10,rel_flux_SNR_T11,rel_flux_SNR_T12,rel_flux_SNR_T13,rel_flux_SNR_T14,rel_flux_SNR_T15,rel_flux_SNR_T16,rel_flux_SNR_T17,rel_flux_SNR_T18,rel_flux_SNR_T19,rel_flux_SNR_T20,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,X(IJ)_T10,Y(IJ)_T10,X(FITS)_T10,Y(FITS)_T10,RA_T10,DEC_T10,Source-Sky_T10,Source_Error_T10,Source_SNR_T10,Peak_T10,Mean_T10,Sky/Pixel_T10,FWHM_T10,Width_T10,X-Width_T10,Y-Width_T10,Angle_T10,Roundness_T10,X(IJ)_T11,Y(IJ)_T11,X(FITS)_T11,Y(FITS)_T11,RA_T11,DEC_T11,Source-Sky_T11,Source_Error_T11,Source_SNR_T11,Peak_T11,Mean_T11,Sky/Pixel_T11,FWHM_T11,Width_T11,X-Width_T11,Y-Width_T11,Angle_T11,Roundness_T11,X(IJ)_T12,Y(IJ)_T12,X(FITS)_T12,Y(FITS)_T12,RA_T12,DEC_T12,Source-Sky_T12,Source_Error_T12,Source_SNR_T12,Peak_T12,Mean_T12,Sky/Pixel_T12,FWHM_T12,Width_T12,X-Width_T12,Y-Width_T12,Angle_T12,Roundness_T12,X(IJ)_T13,Y(IJ)_T13,X(FITS)_T13,Y(FITS)_T13,RA_T13,DEC_T13,Source-Sky_T13,Source_Error_T13,Source_SNR_T13,Peak_T13,Mean_T13,Sky/Pixel_T13,FWHM_T13,Width_T13,X-Width_T13,Y-Width_T13,Angle_T13,Roundness_T13,X(IJ)_T14,Y(IJ)_T14,X(FITS)_T14,Y(FITS)_T14,RA_T14,DEC_T14,Source-Sky_T14,Source_Error_T14,Source_SNR_T14,Peak_T14,Mean_T14,Sky/Pixel_T14,FWHM_T14,Width_T14,X-Width_T14,Y-Width_T14,Angle_T14,Roundness_T14,X(IJ)_T15,Y(IJ)_T15,X(FITS)_T15,Y(FITS)_T15,RA_T15,DEC_T15,Source-Sky_T15,Source_Error_T15,Source_SNR_T15,Peak_T15,Mean_T15,Sky/Pixel_T15,FWHM_T15,Width_T15,X-Width_T15,Y-Width_T15,Angle_T15,Roundness_T15,X(IJ)_T16,Y(IJ)_T16,X(FITS)_T16,Y(FITS)_T16,RA_T16,DEC_T16,Source-Sky_T16,Source_Error_T16,Source_SNR_T16,Peak_T16,Mean_T16,Sky/Pixel_T16,FWHM_T16,Width_T16,X-Width_T16,Y-Width_T16,Angle_T16,Roundness_T16,X(IJ)_T17,Y(IJ)_T17,X(FITS)_T17,Y(FITS)_T17,RA_T17,DEC_T17,Source-Sky_T17,Source_Error_T17,Source_SNR_T17,Peak_T17,Mean_T17,Sky/Pixel_T17,FWHM_T17,Width_T17,X-Width_T17,Y-Width_T17,Angle_T17,Roundness_T17,X(IJ)_T18,Y(IJ)_T18,X(FITS)_T18,Y(FITS)_T18,RA_T18,DEC_T18,Source-Sky_T18,Source_Error_T18,Source_SNR_T18,Peak_T18,Mean_T18,Sky/Pixel_T18,FWHM_T18,Width_T18,X-Width_T18,Y-Width_T18,Angle_T18,Roundness_T18,X(IJ)_T19,Y(IJ)_T19,X(FITS)_T19,Y(FITS)_T19,RA_T19,DEC_T19,Source-Sky_T19,Source_Error_T19,Source_SNR_T19,Peak_T19,Mean_T19,Sky/Pixel_T19,FWHM_T19,Width_T19,X-Width_T19,Y-Width_T19,Angle_T19,Roundness_T19,X(IJ)_T20,Y(IJ)_T20,X(FITS)_T20,Y(FITS)_T20,RA_T20,DEC_T20,Source-Sky_T20,Source_Error_T20,Source_SNR_T20,Peak_T20,Mean_T20,Sky/Pixel_T20,FWHM_T20,Width_T20,X-Width_T20,Y-Width_T20,Angle_T20,Roundness_T20
1,TOI-122-S001-R001-C001-I+z_out.fts,1,0,58425.50239,2458425.502,2458425.502,2458425.502,2458425.503113,1.149578,60.4009,-32,60,22.196389,-58.945,3.860614,8,14,21,0.090014,0.217434,0.162722,0.089523,0.084496,0.290741,0.08752,0.081638,0.163016,0.028736,0.033134,0.007893,0.013096,0.014371,0.008932,0.003199,0.006437,0.002704,0.007468,0.017521,0.000223,0.000362,0.000307,0.000233,0.000229,0.000437,0.000234,0.000228,0.000308,0.000168,0.000173,0.000151,0.000154,0.000157,0.00015,0.000146,0.000147,0.000143,0.000149,0.000159,404.124789,601.45946,530.499361,384.076698,368.298387,665.06934,373.528932,357.714227,529.777783,171.216627,191.575855,52.155558,85.058993,91.714328,59.552597,21.956868,43.732221,18.842196,50.171292,110.497338,3225117.139,2148.302485,1052.480442,1047.240587,1052.980442,1033.259413,22.196557,-58.946047,290304.1183,201.06193,691.835367,419.614452,17282.33984,1443.854232,794.124808,678,3.752486,5.804655,5.71381,5.895501,75.214691,0.998705,1832.272305,1112.174943,1832.772305,968.325057,22.214935,-58.953389,576006.793,856.53008,672.488692,33356.3125,2864.822761,778.938274,3.946797,5.828544,5.879226,5.777862,22.162699,0.999409,1431.992795,1201.41406,1432.492795,879.08594,22.205591,-58.971989,451351.7819,786.149803,574.129486,26147.98828,2244.839599,783.746446,3.721812,5.73394,5.65629,5.81159,68.653407,0.998643,1715.180257,1616.420412,1715.680257,464.079588,22.212574,-59.045816,264998.4552,665.287432,398.321751,15591.875,1317.994189,767.460208,4.073874,5.849331,5.904833,5.793828,30.301858,0.998505,928.134075,1539.212788,928.634075,541.287212,22.193968,-59.036203,251278.6814,660.038542,380.703043,14749.87109,1249.757633,785.29584,3.960033,5.739736,5.730767,5.748704,271.030925,0.99999,170.124328,599.570068,170.624328,1480.929932,22.175554,-58.868953,726461.9905,936.569941,775.662296,41548.15625,3613.125524,831.532067,3.828029,5.789743,5.913283,5.666203,13.104541,0.99774,975.353062,298.48181,975.853062,1782.01819,22.194234,-58.810247,259547.7908,671.508304,386.514641,16931.27344,1290.884809,814.833088,3.906485,5.714138,5.769819,5.658457,2.640283,0.999617,1540.831419,254.908847,1541.331419,1825.591153,22.207441,-58.799194,243418.5626,659.696225,368.985835,14095.45313,1210.664609,800.920539,3.757179,5.732075,5.807775,5.656374,1.38596,0.999301,1953.345843,323.201483,1953.845843,1757.298517,22.217149,-58.809141,452053.0839,788.659792,573.191493,24766.02344,2248.327589,793.852333,4.11338,5.896706,6.138422,5.654991,345.406533,0.991211,1140.98474,1079.480075,1141.48474,1001.019925,22.19866,-58.951434,92676.72244,537.751546,172.341155,5890.003418,460.936203,781.97883,3.723292,5.793414,5.776393,5.810434,55.603577,0.999736,1111.444403,1169.688382,1111.944403,910.811618,22.198028,-58.968004,106861.1561,553.240285,193.155052,6649.263672,531.483788,784.768162,3.968136,5.711587,5.617389,5.805785,69.156046,0.99805,1090.877017,1162.059396,1091.377017,918.440604,22.197539,-58.966727,25456.85989,487.800207,52.187062,2134.046875,126.612034,784.695572,3.937753,5.221818,5.176304,5.267332,52.100232,0.994951,1011.051936,1175.511757,1011.551936,904.988243,22.195671,-58.969602,42236.39494,495.756463,85.195853,3075.586914,210.066595,781.421404,3.745602,5.835984,5.743928,5.928039,70.81286,0.998381,999.436579,1035.057874,999.936579,1045.442126,22.195301,-58.944113,46348.25302,504.410607,91.88596,3268.509277,230.517299,784.871555,3.770469,5.688548,5.48632,5.890776,292.977692,0.989567,1027.661334,941.191152,1028.161334,1139.308848,22.1959,-58.926888,28808.2166,483.363316,59.59951,2384.736816,143.280315,787.475495,3.878831,5.971776,5.730933,6.212619,287.045498,0.990544,1062.070446,880.172386,1062.570446,1200.327614,22.196666,-58.915604,10316.77124,469.815087,21.959217,1336.174194,51.311411,788.263264,3.956611,6.236407,6.161501,6.311312,298.300269,0.998096,1240.18147,960.245349,1240.68147,1120.254651,22.200906,-58.9292,20758.99619,474.482788,43.750789,1998.415649,103.246777,784.215004,3.863019,5.712553,5.918721,5.506385,342.455582,0.992239,851.39401,1041.890029,851.89401,1038.609971,22.191826,-58.946131,8720.110067,462.760447,18.843681,1330.943359,43.370269,790.266703,3.739212,4.789633,5.202748,4.376518,334.014478,0.922747,909.61921,905.058828,910.11921,1175.441172,22.193103,-58.920937,24083.5756,479.758877,50.199333,2108.387939,119.781878,791.542606,3.763907,5.775402,5.874602,5.676203,32.595375,0.993301,970.499965,862.402635,970.999965,1218.097365,22.194504,-58.912858,56505.78211,509.989773,110.797873,4133.243652,281.036704,793.129494,3.805379,5.699875,5.559236,5.840513,279.515153,0.997278
2,TOI-122-S001-R001-C002-I+z_out.fts,2,0,58425.5033,2458425.503,2458425.503,2458425.503,2458425.504027,1.149532,60.404955,-32,60,22.196389,-58.945,4.084582,8,14,21,0.090463,0.217092,0.163648,0.089484,0.084372,0.291345,0.08732,0.08103,0.163032,0.028739,0.03267,0.00794,0.01303,0.014259,0.008156,0.003129,0.006575,0.002637,0.00752,0.017405,0.000217,0.000355,0.000302,0.000228,0.000223,0.000432,0.000228,0.000221,0.000302,0.000162,0.000165,0.000143,0.000146,0.000149,0.000141,0.000137,0.00014,0.000136,0.000142,0.000152,416.70249,612.365729,542.742838,392.841737,378.083992,674.379926,383.101893,367.17841,539.911368,177.691727,197.600723,55.69099,89.191894,95.54214,57.728111,22.917822,47.132776,19.347928,53.105626,114.493946,3215631.081,2098.826378,1054.737577,1045.924417,1055.237577,1034.575583,22.196545,-58.94612,290894.334,201.06193,671.770625,433.026279,16209.60059,1446.789724,689.599003,643,3.957502,5.875872,5.848644,5.9031,87.207902,0.999913,1834.5776,1110.862016,1835.0776,969.637984,22.214926,-58.953456,573571.0678,838.347028,684.169024,30671.91797,2852.708458,675.488139,3.957282,5.892246,5.95829,5.826203,2.987276,0.999492,1434.361149,1200.11469,1434.861149,880.38531,22.205583,-58.972056,452224.7578,769.509655,587.679121,24641.13086,2249.181425,678.335565,3.917843,5.87562,5.82149,5.929749,80.833296,0.999623,1717.504082,1615.131713,1718.004082,465.368287,22.212566,-59.045864,264114.637,648.152953,407.488133,14291.5,1313.598438,665.879435,3.892379,5.913799,5.968056,5.859541,24.757175,0.999201,930.442546,1537.91459,930.942546,542.58541,22.193957,-59.036257,250199.1324,639.903999,390.994794,14089.5332,1244.388396,679.697102,3.836324,5.759683,5.740942,5.778424,303.704323,0.999713,172.488406,598.293253,172.988406,1482.206747,22.175542,-58.869057,725489.9121,925.243001,784.107431,38645.51563,3608.290802,724.351735,4.050608,5.873002,6.000749,5.745255,0.162831,0.998109,977.58763,297.160772,978.08763,1783.339228,22.194222,-58.810354,258239.1833,651.169513,396.577509,15404.54102,1284.376329,708.558247,3.812266,5.778321,5.836416,5.720226,343.033678,0.999413,1543.180525,253.566391,1543.680525,1826.933609,22.207432,-58.799295,241031.0709,636.120365,378.907962,14575.95215,1198.790199,695.009161,3.860762,5.790035,5.931458,5.648613,348.89456,0.997219,1955.628516,321.806317,1956.128516,1758.693683,22.21714,-58.809229,450761.3194,771.865578,583.989404,22906.39844,2241.902879,689.854289,3.98863,5.97972,6.194919,5.764521,343.131082,0.992528,1143.359266,1078.187924,1143.859266,1002.312076,22.198651,-58.951509,92415.27379,516.57796,178.898987,5545.450684,459.635864,677.771301,3.935034,5.908812,5.774678,6.042947,287.63906,0.99691,1113.691001,1168.44358,1114.191001,912.05642,22.198017,-58.968084,105055.6509,527.215868,199.264964,6361.075195,522.503942,679.921715,3.921306,5.857859,5.832999,5.882719,302.500635,0.999597,1093.161322,1160.783141,1093.661322,919.716859,22.197528,-58.966802,25530.74151,458.132809,55.727817,2005.942871,126.979491,678.953858,4.079959,5.711393,5.383825,6.038961,88.140341,0.986873,1013.375517,1174.174341,1013.875517,906.325659,22.195661,-58.969665,41899.66382,468.973161,89.343415,2996.660645,208.391832,677.635512,3.909738,5.79337,5.827144,5.759596,16.567651,0.999806,1001.702098,1033.698158,1002.202098,1046.801842,22.19529,-58.944179,45852.55936,478.985689,95.728454,3236.202637,228.051921,682.058524,3.930896,5.747008,5.851564,5.642451,328.176957,0.993286,1029.830927,939.775862,1030.330927,1140.724138,22.195886,-58.926948,26225.77881,453.975637,57.769133,2116.536865,130.436323,685.018052,3.960974,5.186008,5.926068,4.445948,7.405138,0.916293,1064.454872,878.959241,1064.954872,1201.540759,22.196657,-58.915702,10063.24992,439.052374,22.920386,1280.646484,50.050499,679.927391,3.81125,5.546195,5.78835,5.30404,18.302316,0.988213,1242.448456,959.057167,1242.948456,1121.442833,22.200895,-58.929299,21143.04764,448.372502,47.155094,1770.408691,105.156892,676.723026,3.680382,6.157087,6.805314,5.50886,5.915189,0.954727,853.756028,1040.523782,854.256028,1039.976218,22.191816,-58.946196,8479.400472,438.223901,19.349471,1223.907471,42.173078,685.668444,3.592263,4.392632,4.548023,4.23724,321.248705,0.893369,911.970216,903.788041,912.470216,1176.711959,22.193093,-58.921025,24182.47917,455.092043,53.137557,1933.018555,120.273784,686.782574,3.885317,5.846243,6.032621,5.659866,14.585195,0.994679,972.774394,861.086137,973.274394,1219.413863,22.194492,-58.91294,55966.51961,487.449597,114.814988,3641.124268,278.354633,690.641776,3.850316,5.827286,5.717181,5.937392,277.485142,0.998471
3,TOI-122-S001-R001-C003-I+z_out.fts,3,0,58425.50706,2458425.507,2458425.507,2458425.507,2458425.507787,1.149549,60.403388,-32,60,22.196389,-58.945,4.085908,8,14,21,0.090685,0.229042,0.170286,0.097409,0.086716,0.265115,0.08155,0.078982,0.164705,0.029018,0.033378,0.007945,0.012753,0.014316,0.008581,0.00346,0.006716,0.003184,0.007246,0.017118,0.000203,0.000352,0.000294,0.000223,0.000211,0.000386,0.000205,0.000203,0.000289,0.000146,0.00015,0.000123,0.000127,0.000128,0.000122,0.000116,0.00012,0.000115,0.000121,0.000132,446.105786,650.436188,579.200676,436.162346,410.181252,686.173262,397.495212,389.32231,569.71971,199.40708,222.702147,64.722803,100.297691,111.442115,70.230479,29.929781,55.742395,27.624482,59.771766,129.915382,3233819.291,2001.761205,1041.564382,1034.251975,1042.064382,1046.248025,22.19655,-58.946086,293259.7112,201.06193,631.81594,464.153707,17761.20703,1458.554145,468.622223,661,3.82404,5.603246,5.73311,5.473382,6.025477,0.997756,261.349236,974.669142,261.849236,1105.830858,22.214928,-58.95342,602649.4259,827.126889,728.605773,35963.03906,2997.332346,484.076933,3.925585,5.607635,5.75867,5.456599,359.545296,0.997102,660.894538,882.647945,661.394538,1197.852055,22.205587,-58.972028,470547.7271,748.367509,628.765575,29052.9375,2340.312398,472.085731,3.799693,5.565013,5.707955,5.42207,357.2554,0.99734,374.916686,469.608902,375.416686,1610.891098,22.21257,-59.045842,287042.9433,631.563842,454.49553,16581.69141,1427.634478,481.528386,3.931242,5.620162,5.783899,5.456425,357.021421,0.996574,1162.519675,541.418518,1163.019675,1539.081482,22.193962,-59.036237,258047.4531,606.970223,425.140219,16066.37305,1283.422741,471.788865,3.955528,5.519018,5.691153,5.346883,347.459877,0.995266,1926.925753,1475.892874,1927.425753,604.607126,22.175548,-58.869001,677673.6905,863.820585,784.507457,32025.45898,3370.472427,460.52914,4.22956,5.860164,6.131423,5.588905,358.322095,0.991437,1123.82904,1782.533798,1124.32904,297.966202,22.194227,-58.810287,243833.8272,593.281963,410.991472,14079.87012,1212.729965,465.565409,3.84138,5.625834,5.729247,5.52242,9.808922,0.998478,558.608387,1830.022104,559.108387,250.477896,22.207435,-58.799223,236717.4967,588.948958,401.932109,12942.00391,1177.336241,460.122006,3.864844,5.658991,5.810493,5.507489,351.74105,0.996885,145.792104,1764.561153,146.292104,315.938847,22.217139,-58.809167,457306.7278,741.983152,616.330339,22805.4375,2274.45707,472.135069,4.224694,5.819769,6.04809,5.591449,345.599556,0.992007,952.768613,1002.573792,953.268613,1077.926208,22.198655,-58.951479,93839.60595,466.994384,200.943757,6273.289551,466.719911,462.647787,3.83302,5.580339,5.667661,5.493017,14.423728,0.998724,981.760641,912.180612,982.260641,1168.319388,22.198022,-58.968046,107937.7173,480.045578,224.848894,6750.510254,536.838164,469.412745,3.731266,5.539916,5.571486,5.508347,12.790129,0.99984,1002.421775,919.712234,1002.921775,1160.787766,22.197532,-58.966762,25693.35699,396.65662,64.774809,2073.907959,127.788274,469.964426,3.835658,5.552174,5.550484,5.553864,314.749243,0.995163,1082.115601,905.650911,1082.615601,1174.849089,22.195665,-58.969648,41242.08836,410.403532,100.491553,2930.976807,205.12132,466.942375,3.827263,4.99678,5.114874,4.878685,25.352415,0.994436,1094.651554,1046.109621,1095.151554,1034.390379,22.195296,-58.944146,46295.53637,414.43265,111.708227,3123.061523,230.255108,460.290619,3.775851,5.599595,5.678222,5.520969,5.693232,0.99918,1066.972,1140.168528,1067.472,940.331472,22.195897,-58.926921,27749.71955,394.750044,70.296939,2062.760254,138.015782,460.462908,3.767496,5.482831,5.382452,5.58321,62.932706,0.996097,1033.141431,1201.248377,1033.641431,879.251623,22.196659,-58.91567,11189.90139,373.807636,29.934919,1050.06897,55.654004,454.549207,3.865376,6.617158,7.067421,6.166895,341.229886,0.970814,854.369874,1122.466628,854.869874,958.033372,22.200902,-58.92925,21719.49388,389.408465,55.775608,1765.696899,108.0239,462.106437,3.894634,6.262191,6.38802,6.136363,334.610702,0.995964,1242.64698,1038.209619,1243.14698,1042.290381,22.191821,-58.946174,10295.00587,372.622395,27.628522,1029.697754,51.203159,456.556902,3.889689,5.873186,5.89593,5.850442,318.666106,0.996317,1185.251944,1175.335629,1185.751944,905.164371,22.1931,-58.921,23433.81886,391.786541,59.812721,1761.308594,116.550253,456.344178,3.858809,5.508273,5.885318,5.131229,4.520508,0.980962,1124.755012,1218.527712,1125.255012,861.972288,22.194498,-58.9129,55355.77505,424.710965,130.337523,3728.281982,275.317038,457.985223,3.757951,5.634737,5.793015,5.476459,336.209341,0.993074
4,TOI-122-S001-R001-C004-I+z_out.fts,4,0,58425.50793,2458425.508,2458425.508,2458425.508,2458425.508657,1.149601,60.398841,-32,60,22.196389,-58.945,3.989774,8,14,21,0.090876,0.229209,0.169796,0.09665,0.08689,0.265601,0.082023,0.079278,0.164394,0.028508,0.033356,0.008054,0.012817,0.014149,0.008534,0.003256,0.006817,0.003028,0.007451,0.017006,0.000202,0.00035,0.000292,0.000221,0.00021,0.000385,0.000204,0.000202,0.000287,0.000144,0.000148,0.000121,0.000126,0.000127,0.00012,0.000113,0.000118,0.000113,0.000119,0.00013,449.65894,654.299593,580.766376,438.225034,414.460908,689.518691,402.253285,393.228869,573.094282,198.595006,224.969768,66.760186,101.567837,111.683733,70.913106,28.732013,57.87087,26.7887,62.784984,130.992751,3242330.464,1994.533716,1040.266866,1034.672365,1040.766866,1045.827635,22.19655,-58.946077,294648.7977,201.06193,629.704587,467.915914,18964.63086,1465.462895,449.046739,677,3.690423,5.515907,5.652815,5.378999,6.27051,0.997417,259.967014,975.127984,260.467014,1105.372016,22.214936,-58.953354,604593.353,824.978735,732.859318,33137.17188,3007.000647,464.633795,3.860683,5.544521,5.712793,5.376248,358.956703,0.996318,659.547895,883.150777,660.047895,1197.349223,22.205592,-58.97199,470623.8831,747.036266,629.988,29486.18555,2340.691167,461.342549,3.550583,5.456715,5.54247,5.370959,355.448528,0.998987,373.564674,470.081834,374.064674,1610.418166,22.21258,-59.045823,285754.4987,625.856394,456.581576,16652.31445,1421.226281,464.225477,3.708736,5.560626,5.672309,5.448944,0.564518,0.998387,1161.179816,541.883207,1161.679816,1538.616793,22.193967,-59.036268,259203.2984,603.188114,429.722159,15794.00391,1289.171444,453.530732,3.779696,5.505521,5.658676,5.352367,350.901293,0.996575,1925.550439,1476.29794,1926.050439,604.20206,22.175541,-58.86902,680441.2281,863.60914,787.904153,35890.71875,3384.237029,444.450309,4.133139,5.733212,5.984119,5.482305,357.38929,0.992304,1122.538213,1782.880769,1123.038213,297.619231,22.19422,-58.810237,245785.8914,590.704693,416.089282,14852.33106,1222.438736,446.608614,3.733447,5.542554,5.566949,5.518159,11.537368,0.999908,557.300226,1830.361634,557.800226,250.138366,22.207431,-58.799131,238163.2033,586.501548,406.074296,13989.59863,1184.526596,442.087583,3.928651,5.596358,5.753141,5.439575,344.325121,0.995702,144.521002,1764.91783,145.021002,315.58217,22.217137,-58.809048,457765.108,738.405495,619.937299,23423.47461,2276.736866,455.0824,4.045258,5.736447,5.932546,5.540347,340.684301,0.992358,951.473605,1003.073589,951.973605,1077.426411,22.198656,-58.951452,92431.71318,461.941947,200.093786,6190.553711,459.717627,450.749234,3.507827,5.415353,5.423123,5.407584,38.011597,0.999859,980.47196,912.563248,980.97196,1167.936752,22.198024,-58.968049,108149.6407,476.103914,227.155538,7538.396484,537.892185,450.094969,3.78056,5.498041,5.503733,5.492349,355.23095,0.999996,1001.078749,920.138747,1001.578749,1160.361253,22.197535,-58.966758,26113.52728,390.824207,66.816555,1943.191162,129.87803,450.657259,3.832713,5.337202,5.392373,5.282032,331.830663,0.998609,1080.736747,906.137112,1081.236747,1174.362888,22.195668,-58.96964,41555.44614,408.340448,101.766666,2970.088867,206.679833,448.692906,3.802471,5.507115,5.55395,5.46028,32.332758,0.99842,1093.364476,1046.528467,1093.864476,1033.971533,22.195295,-58.94414,45874.19761,409.7804,111.948247,3381.480713,228.159541,445.529184,3.840682,5.352714,5.73995,4.965478,357.146429,0.979076,1065.70856,1140.580503,1066.20856,939.919497,22.195895,-58.926907,27668.68488,389.805894,70.980674,2280.894775,137.612749,442.408005,3.801302,5.358635,5.667756,5.049513,341.22163,0.97896,1031.672308,1201.562763,1032.172308,878.937237,22.196662,-58.915665,10555.50424,367.320425,28.736502,1061.688599,52.498771,440.168154,3.870633,5.784007,5.978408,5.589607,28.705412,0.98446,853.032395,1122.996572,853.532395,957.503428,22.200903,-58.929201,22103.13328,381.696748,57.907576,1760.903442,109.931966,443.803765,3.793037,5.989293,6.105858,5.872728,323.73596,0.983205,1241.053947,1038.556319,1241.553947,1041.943681,22.191827,-58.946191,9818.866621,366.480391,26.792338,1055.184448,48.835036,441.826786,3.608178,5.718191,6.450494,4.985888,14.360511,0.91743,1183.93397,1175.758729,1184.43397,904.741271,22.193098,-58.920989,24158.99037,384.502204,62.831864,1826.202637,120.156961,434.672752,3.786737,5.831454,6.191249,5.471658,357.49954,0.984772,1123.522451,1218.966204,1124.022451,861.533796,22.194495,-58.912879,55138.95303,419.562498,131.420118,3878.063965,274.238654,443.505385,3.654814,5.340768,5.295416,5.38612,307.989781,0.995086
