 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_C11,rel_flux_C12,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_err_C11,rel_flux_err_C12,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,rel_flux_SNR_C11,rel_flux_SNR_C12,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10,X(IJ)_C11,Y(IJ)_C11,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Source_SNR_C11,Peak_C11,Mean_C11,Sky/Pixel_C11,FWHM_C11,Width_C11,X-Width_C11,Y-Width_C11,Angle_C11,Roundness_C11,X(IJ)_C12,Y(IJ)_C12,X(FITS)_C12,Y(FITS)_C12,RA_C12,DEC_C12,Source-Sky_C12,Source_Error_C12,Source_SNR_C12,Peak_C12,Mean_C12,Sky/Pixel_C12,FWHM_C12,Width_C12,X-Width_C12,Y-Width_C12,Angle_C12,Roundness_C12
1,cpt1m010-fa16-20190506-0198-e91.fits,5,0,58610.61541,2458610.615,NaN,NaN,2458610.613902,1.796276,NaN,NaN,100.06,NaN,NaN,5.690071,10,20,30,0.066894,0.095051,0.07787,0.122782,0.102924,0.106582,0.083229,0.079221,0.139146,0.077466,0.143356,0.077932,0.00043,0.000497,0.00047,0.000543,0.000508,0.000515,0.000477,0.000472,0.000571,0.00047,0.00058,0.000472,155.669319,191.356695,165.553574,226.081049,202.504969,206.8612,174.419194,167.802062,243.774074,164.71901,247.22782,165.245523,1402843.049,2038.050079,1747.041951,2326.739451,1747.541951,1769.760549,23.549584,-29.41681,93842.22308,314.159265,587.211834,159.809829,4619.185547,298.709073,647.164111,1330,4.304905,7.033973,7.365933,6.702014,9.874457,0.989987,2448.131816,2746.702277,2448.631816,1349.797723,23.555373,-29.370787,121767.8599,608.892986,199.982366,6056.970703,387.599136,643.018195,4.190134,7.155968,7.480575,6.831361,11.460955,0.990337,1869.838765,1499.470915,1870.338765,2597.029085,23.550648,-29.506359,101347.5374,593.045154,170.893459,4673.55957,322.599231,647.280508,4.329536,7.004627,7.284512,6.724742,17.292682,0.990608,450.167918,1109.466271,450.667918,2987.033729,23.538881,-29.549515,153407.6135,635.53399,241.383806,5693.367188,488.3116,647.644643,4.946412,7.326506,7.538537,7.114474,33.024039,0.979707,2414.677427,3238.501393,2415.177427,857.998607,23.555066,-29.317526,130912.0007,614.749632,212.951735,6011.641113,416.705841,640.960053,4.23328,7.175755,7.316763,7.034746,25.222329,0.996194,3161.153143,2103.139001,3161.653143,1993.360999,23.561325,-29.43993,135116.8221,619.527991,218.096396,6028.887695,430.090203,647.471157,4.531481,7.148346,7.333752,6.962939,7.225258,0.997134,3227.227444,2060.475272,3227.727444,2036.024728,23.561876,-29.444496,107786.1282,596.304995,180.756708,5339.134277,343.093902,638.686131,4.263563,7.077585,7.314761,6.840408,18.540736,0.992958,2801.90331,1849.721291,2802.40331,2246.778709,23.558362,-29.467692,102976.4512,593.924753,173.382993,4941.736328,327.784225,646.03506,4.292986,7.040555,7.328335,6.752775,6.416789,0.992994,2123.227873,1138.681895,2123.727873,2957.818105,23.552771,-29.545265,171356.3482,649.506424,263.825487,7178.14502,545.444197,645.116133,4.576732,7.15474,7.291585,7.017896,24.240672,0.996672,2647.846032,173.787771,2648.346032,3922.712229,23.557187,-29.649405,100859.1515,593.389533,169.971234,3707.851562,321.04465,645.074938,5.079564,7.385641,7.260743,7.510539,71.176544,0.998176,1671.554879,445.883501,1672.054879,3650.616499,23.549058,-29.620656,175891.0945,655.464653,268.345659,6103.751953,559.878743,651.182074,5.083138,7.468015,7.373152,7.562878,52.895279,0.991287,1241.493473,152.543648,1241.993473,3943.956352,23.545499,-29.652726,101422.0412,594.667558,170.552504,3474.341553,322.836384,649.321765,5.649977,7.448226,7.305732,7.59072,52.558826,0.978492
2,cpt1m010-fa16-20190506-0199-e91.fits,6,0,58610.61687,2458610.617,NaN,NaN,2458610.615365,1.77656,NaN,NaN,100.093,NaN,NaN,5.075393,10,20,30,0.065913,0.095906,0.076917,0.111,0.106024,0.11331,0.088891,0.081545,0.137766,0.080317,0.13867,0.074427,0.000321,0.000377,0.000352,0.000398,0.000392,0.000401,0.000368,0.000359,0.000435,0.000356,0.000437,0.00035,205.331761,254.198295,218.432396,279.13188,270.644077,282.231583,241.726735,227.121553,316.617191,225.49057,317.447094,212.716411,1987540.931,2189.613186,1748.604049,2328.41304,1749.104049,1768.08696,23.549584,-29.416814,131004.7439,314.159265,621.477069,210.795781,6795.29541,417.001051,661.058266,1316,4.160668,6.980606,7.21973,6.741482,6.741833,0.995048,2449.722255,2748.423211,2450.222255,1348.076789,23.555373,-29.370786,173935.6828,654.246936,265.85632,8698.695312,553.654474,658.49867,4.18823,6.996357,7.172512,6.820202,11.128851,0.997043,1871.33462,1501.258684,1871.83462,2595.241316,23.550647,-29.506351,141957.2591,629.553997,225.488616,6812.013184,451.86399,659.484524,4.407286,7.001009,7.159405,6.842613,21.004045,0.996295,451.701302,1111.119718,452.201302,2985.380282,23.53888,-29.549522,198574.9227,672.753494,295.167434,7558.060059,632.083611,660.390475,4.845896,7.196785,7.32966,7.06391,36.903523,0.982479,2416.226471,3240.204088,2416.726471,856.295912,23.555066,-29.317527,190526.2907,668.360815,285.065022,8641.546875,606.464019,652.724938,4.358951,7.168366,7.288174,7.048559,20.278354,0.998065,3162.845838,2104.874564,3163.345838,1991.625436,23.561326,-29.439929,202287.211,676.789266,298.892464,8749.128906,643.900191,662.783231,4.359204,7.140235,7.253359,7.027112,13.709451,0.998726,3228.843231,2062.213095,3229.343231,2034.286905,23.561876,-29.444494,162251.4738,644.932215,251.579112,7856.690918,516.462482,652.658399,4.209998,7.056339,7.251022,6.861656,1.510079,0.996951,2803.491261,1851.391004,2803.991261,2245.108996,23.558361,-29.467697,149854.9323,637.304037,235.138841,7758.84082,477.003064,660.899446,4.230837,6.974686,7.223608,6.725763,355.925715,0.994814,2124.833454,1140.348083,2125.333454,2956.151917,23.552771,-29.545271,240660.713,704.396027,341.65541,10063.41699,766.046841,659.42367,4.54575,7.077442,7.19193,6.962953,23.895384,0.997682,2649.418529,175.49022,2649.918529,3921.00978,23.557187,-29.649407,147765.6396,633.314396,233.321144,5465.547363,470.352639,656.294833,5.225738,7.393708,7.128597,7.658819,272.380183,0.994835,1673.100758,447.578355,1673.600758,3648.921645,23.549057,-29.620659,242048.01,706.241989,342.726733,8638.890625,770.462745,664.765153,5.072277,7.37134,7.254014,7.488665,56.481372,0.993346,1243.067573,154.308134,1243.567573,3942.191866,23.545499,-29.652722,137678.796,628.131224,219.187951,4734.259766,438.245219,659.985624,5.609807,7.499893,7.30722,7.692567,57.310771,0.984811
3,cpt1m010-fa16-20190506-0200-e91.fits,7,0,58610.61833,2458610.618,NaN,NaN,2458610.616824,1.757334,NaN,NaN,100.093,NaN,NaN,5.532539,10,20,30,0.064369,0.092068,0.076838,0.115864,0.09953,0.107426,0.084238,0.07926,0.139028,0.083022,0.14751,0.080593,0.00028,0.000329,0.00031,0.00036,0.000337,0.000348,0.000318,0.000313,0.000388,0.000317,0.000399,0.000315,229.874518,280.148953,247.95377,322.135356,295.517518,308.69582,264.800169,253.42596,358.364478,261.496487,369.591167,255.759511,2339944.506,2277.656014,1750.298518,2329.354711,1750.798518,1767.145289,23.549585,-29.416803,150621.0392,314.159265,638.618389,235.854529,5900.748047,479.441659,667.450691,1335,4.678461,7.7166,8.07183,7.361371,3.937948,0.991398,2451.364098,2749.355668,2451.864098,1347.144332,23.555374,-29.370779,197272.1195,675.087143,292.217266,7568.243164,627.936659,664.19555,4.730027,7.698618,7.969773,7.427463,5.949738,0.99483,1873.025706,1502.119787,1873.525706,2594.380213,23.550648,-29.506347,166968.1262,652.171991,256.018548,5887.954102,531.476052,666.772426,4.997142,7.725068,7.998602,7.451535,10.994373,0.994182,453.404812,1112.007399,453.904812,2984.492601,23.538882,-29.54951,242965.3172,711.349831,341.555317,7045.183594,773.382625,670.978835,5.405646,7.966574,8.105723,7.827424,35.923201,0.987436,2417.865859,3241.043809,2418.365859,855.456191,23.555067,-29.317532,211812.266,683.349473,309.961849,7427.088867,674.219383,661.222295,4.759408,7.757807,7.968307,7.547306,10.688884,0.996609,3164.441921,2105.763984,3164.941921,1990.736016,23.561327,-29.439927,226985.8739,697.438636,325.456409,7724.94873,722.518477,667.159744,4.903906,7.84968,8.021913,7.677448,6.349635,0.997978,3230.494901,2063.088812,3230.994901,2033.411188,23.561877,-29.444493,181798.4046,661.546082,274.808376,6758.821289,578.682295,659.721679,4.659946,7.731264,8.000929,7.461598,2.241493,0.995116,2805.103937,1852.199908,2805.603937,2244.300092,23.558362,-29.467702,171844.5355,655.675787,262.087664,6285.803223,546.998145,667.219967,4.852544,7.823579,8.096687,7.55047,6.40852,0.994886,2126.514664,1141.217812,2127.014664,2955.282188,23.552772,-29.545266,285610.1424,738.546768,386.719101,9227.223633,909.125319,668.977722,5.068189,7.811338,7.928515,7.69416,23.012719,0.998134,2651.161255,176.428204,2651.661255,3920.071796,23.557188,-29.649393,179375.104,661.661599,271.097952,5139.255371,570.96869,666.553823,5.73697,7.999307,7.861939,8.136675,80.589548,0.998684,1674.779466,448.46681,1675.279466,3648.03319,23.549058,-29.620648,300794.5933,749.470635,401.342734,8325.574219,957.458928,674.484509,5.565359,7.99227,7.956728,8.027813,48.492357,0.994651,1244.733919,155.119834,1245.233919,3941.380166,23.5455,-29.652717,174518.0235,659.342581,264.684898,4856.097168,555.508122,670.4191,5.957483,8.112352,7.992655,8.232048,53.166928,0.988995
4,cpt1m010-fa16-20190506-0201-e91.fits,8,0,58610.61979,2458610.62,NaN,NaN,2458610.618284,1.738664,NaN,NaN,100.065,NaN,NaN,5.635298,10,20,30,0.066991,0.099902,0.074722,0.108156,0.109304,0.115245,0.089374,0.083416,0.138039,0.07751,0.13609,0.073102,0.000817,0.000941,0.000885,0.00096,0.000965,0.000986,0.000912,0.000901,0.001044,0.000892,0.00104,0.000877,81.995853,106.161545,84.385955,112.645285,113.318357,116.898374,98.000373,92.552037,132.206244,86.920895,130.863736,83.39861,665528.0078,1804.036892,1751.03931,2329.837488,1751.53931,1766.662512,23.549584,-29.416796,44584.37273,314.159265,530.138432,84.099492,2004.581055,141.916466,610.678989,1377,4.8825,7.998531,8.3002,7.696863,13.645843,0.992816,2452.141263,2749.813644,2452.641263,1346.686356,23.555373,-29.370774,60448.58667,542.842394,111.355685,2757.529785,192.413827,605.079608,4.739631,7.783377,8.015827,7.550926,19.640478,0.994056,1873.811778,1502.487065,1874.311778,2594.012935,23.550648,-29.50635,46272.15324,533.001828,86.814249,2000.885254,147.288838,608.480791,4.885533,7.739225,7.871024,7.607426,20.845752,0.997921,454.153068,1112.452702,454.653068,2984.047298,23.538882,-29.549508,64955.27519,545.823277,119.004223,2251.426514,206.759063,604.368263,5.522426,8.046187,8.134431,7.957944,40.210282,0.982632,2418.677865,3241.481912,2419.177865,855.018088,23.555066,-29.31753,65577.28079,547.347131,119.809308,2794.499756,208.738968,603.158684,4.687018,7.750392,7.90285,7.597934,30.373856,0.993523,3165.231751,2106.267408,3165.731751,1990.232592,23.561326,-29.439912,68772.86351,554.043881,124.128911,2738.647949,218.910824,611.988759,4.933372,7.956262,7.963708,7.948816,43.325267,0.998974,3231.308556,2063.555461,3231.808556,2032.944539,23.561877,-29.444482,54601.27079,535.456603,101.971421,2470.608643,173.801243,603.027859,4.797294,7.632811,7.9572,7.308422,12.430777,0.991256,2805.933155,1852.657173,2806.433155,2243.842827,23.558362,-29.467693,51241.18321,534.666891,95.837584,2302.132568,163.105752,609.962677,4.74302,7.825633,8.052113,7.599153,16.373306,0.995272,2127.260222,1141.533114,2127.760222,2954.966886,23.552772,-29.545272,80725.64336,562.90314,143.409474,2885.904541,256.957704,608.196794,5.154134,7.954308,8.116256,7.792361,27.648837,0.994889,2651.872773,176.949202,2652.372773,3919.550798,23.557187,-29.649373,47874.21703,534.34113,89.594857,1795.385254,152.388366,607.388287,5.777172,8.155967,7.87446,8.437474,65.064074,0.988555,1675.548256,448.904907,1676.048256,3647.595093,23.549058,-29.620641,79722.46057,562.776012,141.659308,2501.736816,253.764473,611.366833,5.767981,8.223224,8.151307,8.295141,51.003994,0.992933,1245.463579,155.564149,1245.963579,3940.935851,23.545499,-29.65271,45337.07342,528.794905,85.736593,1601.467285,144.312387,607.138774,6.200951,8.454205,8.218818,8.689591,56.831423,0.98078
5,cpt1m010-fa16-20190506-0203-e91.fits,10,0,58610.62271,2458610.623,NaN,NaN,2458610.621205,1.702613,NaN,NaN,100.065,NaN,NaN,6.105546,10,20,30,0.065616,0.09345,0.07781,0.116452,0.099445,0.110642,0.084828,0.081619,0.138674,0.080965,0.143161,0.078045,0.000676,0.00077,0.000739,0.000824,0.000784,0.000811,0.000751,0.000747,0.000876,0.000745,0.000885,0.000741,97.130141,121.384646,105.293441,141.395358,126.769015,136.35636,112.893791,109.258562,158.322371,108.609759,161.829341,105.369574,822616.9527,1859.03267,1753.251972,2331.122277,1753.751972,1765.377723,23.549583,-29.416815,53976.92975,314.159265,542.164488,99.558217,2489.238281,171.813904,620.24377,1327,4.816958,7.707645,8.13019,7.2851,14.003663,0.98467,2454.427818,2751.12203,2454.927818,1345.37797,23.555373,-29.370788,70303.38266,554.938246,126.686858,3065.703369,223.782617,614.689943,4.650373,7.576341,7.913837,7.238844,13.479415,0.990049,1875.994334,1503.857183,1876.494334,2592.642817,23.550647,-29.506362,59386.70821,546.804642,108.606811,2436.306885,189.033763,617.849682,5.032746,7.679962,7.882992,7.476932,17.243122,0.995891,456.222369,1113.842986,456.722369,2982.657014,23.538879,-29.54952,85803.40382,570.786888,150.324763,2887.044922,273.120717,616.349165,5.704082,8.123249,8.28822,7.958279,37.79156,0.973409,2420.924259,3242.890021,2421.424259,853.609979,23.555066,-29.317531,74405.73352,559.8393,132.90552,2986.878906,236.840806,613.015122,4.831765,7.563403,7.865927,7.260879,13.441373,0.991982,3167.541894,2107.613997,3168.041894,1988.886003,23.561326,-29.439925,81949.27477,568.18806,144.229139,3031.744141,260.852643,619.908645,4.975182,7.88795,8.038358,7.737542,351.599502,0.998414,3233.530083,2064.933203,3234.030083,2031.566797,23.561876,-29.444492,64324.52829,549.50189,117.059704,2791.48999,204.751333,611.428324,4.458705,7.558941,7.79637,7.321512,344.307039,0.994595,2808.259573,1854.031715,2808.759573,2242.468285,23.558362,-29.467703,62074.40363,549.339066,112.998342,2692.5896,197.588964,620.660953,4.711584,7.82167,7.97108,7.67226,4.43975,0.998506,2129.491176,1143.028724,2129.991176,2953.471276,23.552771,-29.545273,100182.9228,583.519712,171.687298,3617.361572,318.892147,618.782005,4.947057,7.850744,7.897636,7.803852,36.484563,0.998337,2654.132843,178.264617,2654.632843,3918.235383,23.557187,-29.649397,61614.58629,548.772263,112.277151,2134.357178,196.12532,618.618939,5.837467,8.213921,8.002412,8.425431,89.020929,0.997348,1677.738926,450.34153,1678.238926,3646.15847,23.549057,-29.62065,103018.5945,584.303089,176.3102,3133.769043,327.918371,621.509553,5.765791,8.154725,8.138376,8.171074,46.486789,0.994026,1247.54693,156.923846,1248.04693,3939.576154,23.545497,-29.65273,59553.41423,547.917168,108.690543,2050.099365,189.564405,619.320312,5.743466,8.307359,8.264272,8.350445,47.30596,0.983358
6,cpt1m010-fa16-20190506-0205-e91.fits,12,0,58610.62564,2458610.626,NaN,NaN,2458610.624134,1.668219,NaN,NaN,100.06,NaN,NaN,5.516996,10,20,30,0.067053,0.089669,0.081213,0.120945,0.09095,0.113864,0.087135,0.08514,0.139435,0.079282,0.141319,0.076249,0.001323,0.001478,0.001446,0.001591,0.001474,0.001566,0.001466,0.001464,0.001679,0.001437,0.001678,0.00143,50.698077,60.687095,56.158488,76.032002,61.709681,72.706521,59.417814,58.141334,83.030284,55.162483,84.224853,53.315286,391662.4921,1704.836566,1755.492531,2334.131953,1755.992531,1762.368047,23.549583,-29.41681,26262.32987,314.159265,505.243375,51.979563,1525.622681,83.595592,591.837561,1387,4.58919,7.565348,7.59959,7.531106,41.662034,0.993937,2456.64964,2754.075251,2457.14964,1342.424749,23.555372,-29.370789,32230.0804,510.665911,63.113828,1771.519287,102.591532,588.236161,4.47289,7.560128,7.84272,7.277536,356.104168,0.994322,1878.18649,1506.860383,1878.68649,2589.639617,23.550646,-29.506356,29419.05672,506.904001,58.036742,1503.429199,93.643766,590.029487,4.944582,7.755319,7.961178,7.54946,2.425384,0.997165,458.488067,1116.778964,458.988067,2979.721036,23.538879,-29.549523,42258.58893,519.955312,81.273502,1703.377563,134.513266,588.323081,5.463509,7.93292,8.30423,7.56161,22.612418,0.982412,2423.222341,3245.939463,2423.722341,850.560537,23.555066,-29.317523,32652.03634,508.00019,64.275638,1753.438354,103.93466,581.402428,4.662616,7.293301,7.535308,7.051295,350.197773,0.995048,3169.777465,2110.623499,3170.277465,1985.876501,23.561325,-29.439916,40037.2997,518.694006,77.188669,1891.295532,127.442683,591.420217,4.7703,7.742598,8.024513,7.460683,7.422661,0.994339,3235.849207,2067.953336,3236.349207,2028.546664,23.561876,-29.444482,31391.99047,508.948075,61.680144,1659.586304,99.923809,583.567579,4.636435,7.31417,7.826764,6.801576,0.090519,0.980545,2810.447395,1857.096218,2810.947395,2239.403782,23.558361,-29.467689,30729.76177,510.06601,60.246637,1625.202637,97.81587,591.199302,4.490947,7.913025,8.019558,7.806493,20.80398,0.998704,2131.685256,1145.967262,2132.185256,2950.532738,23.552771,-29.545272,47928.68413,531.213757,90.224855,2037.470703,152.56174,591.282346,4.999196,7.691995,7.790637,7.593353,30.966967,0.997029,2656.330245,181.232105,2656.830245,3915.267895,23.557186,-29.649389,28770.93012,505.339583,56.933854,1330.513428,91.580715,590.530783,5.790168,7.975638,7.875207,8.076068,67.233054,0.998708,1679.942076,453.292985,1680.442076,3643.207015,23.549057,-29.620647,48495.81342,528.263376,91.802339,1808.887207,154.366968,596.603179,5.773916,7.873111,7.731519,8.014704,54.652802,0.988171,1249.866181,159.890516,1250.366181,3936.609484,23.545498,-29.652725,27748.25013,505.431859,54.900081,1275.646118,88.325423,590.892222,5.858456,7.949014,7.762663,8.135364,58.456884,0.989282
7,cpt1m010-fa16-20190506-0206-e91.fits,13,0,58610.6271,2458610.627,NaN,NaN,2458610.625595,1.65173,NaN,NaN,100.065,NaN,NaN,5.744275,10,20,30,0.066612,0.095221,0.078573,0.116359,0.102362,0.110187,0.086162,0.081526,0.139727,0.078066,0.141831,0.075198,0.000296,0.000347,0.000327,0.000375,0.000357,0.000367,0.000335,0.000331,0.000406,0.000326,0.000409,0.000322,224.993331,274.034138,240.059395,309.973651,286.971228,300.471338,257.027026,246.573798,344.423656,239.831079,346.757143,233.281604,2199381.052,2237.466304,1755.220341,2333.965922,1755.720341,1762.534078,23.549584,-29.416811,146504.2771,314.159265,633.862989,231.12925,5125.48291,466.337598,659.278177,1360,4.948808,7.734457,8.02125,7.447664,18.718513,0.991301,2456.374758,2753.977026,2456.874758,1342.522974,23.555372,-29.370787,191219.4708,667.50644,286.468353,6700.019531,608.67048,658.679925,4.845518,7.710774,7.930619,7.49093,17.751809,0.995102,1877.992273,1506.658243,1878.492273,2589.841757,23.550647,-29.506356,160223.1228,645.857795,248.07802,5653.239746,510.00604,657.431955,5.05059,7.717158,7.92,7.514315,17.373344,0.995913,458.220804,1116.474854,458.720804,2980.025146,23.53888,-29.549527,229243.8795,696.952221,328.923379,6617.081055,729.705932,660.085563,5.530518,7.90505,8.112279,7.697821,34.177372,0.979824,2422.91462,3245.725549,2423.41462,850.774451,23.555066,-29.317536,204227.9779,677.364065,301.504004,6684.37207,650.077844,653.270194,5.067645,7.773677,7.935445,7.611909,25.92486,0.995465,3169.529259,2110.379601,3170.029259,1986.120399,23.561326,-29.439928,218291.2396,687.571103,317.481695,7324.314453,694.842596,659.162801,5.11894,7.745698,7.868162,7.623235,16.343388,0.998589,3235.542576,2067.68726,3236.042576,2028.81274,23.561876,-29.444496,174469.7418,653.277152,267.068489,6129.214844,555.354437,652.223092,4.86038,7.663265,7.898124,7.428405,11.953804,0.995513,2810.177925,1856.80476,2810.677925,2239.69524,23.558361,-29.467704,165790.9506,649.323583,255.328707,5836.867188,527.728986,659.777227,4.954763,7.750629,7.902602,7.598657,14.613998,0.997982,2131.455085,1145.749532,2131.955085,2950.750468,23.552771,-29.545272,269637.2766,724.841487,371.994817,8327.459961,858.282108,659.962928,5.321443,7.751408,7.88336,7.619456,26.871574,0.996688,2656.100742,180.95006,2656.600742,3915.54994,23.557186,-29.649392,159263.0843,642.641386,247.825751,4515.941895,506.950142,657.428905,5.893664,8.062128,7.916787,8.207469,68.973588,0.997644,1679.702561,453.001185,1680.202561,3643.498815,23.549057,-29.62065,273192.5129,728.475638,375.019422,7423.277344,869.598777,664.697932,5.750399,8.047033,7.949199,8.144867,53.262548,0.992694,1249.600822,159.725302,1250.100822,3936.774698,23.545498,-29.652711,153821.7947,639.365144,240.585206,4155.455566,489.62998,659.203494,6.071634,8.18256,8.008725,8.356394,54.055245,0.981334
