 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,ALT_OBJ,AIRMASS,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_C11,rel_flux_C12,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_err_C11,rel_flux_err_C12,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,rel_flux_SNR_C11,rel_flux_SNR_C12,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10,X(IJ)_C11,Y(IJ)_C11,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Source_SNR_C11,Peak_C11,Mean_C11,Sky/Pixel_C11,FWHM_C11,Width_C11,X-Width_C11,Y-Width_C11,Angle_C11,Roundness_C11,X(IJ)_C12,Y(IJ)_C12,X(FITS)_C12,Y(FITS)_C12,RA_C12,DEC_C12,Source-Sky_C12,Source_Error_C12,Source_SNR_C12,Peak_C12,Mean_C12,Sky/Pixel_C12,FWHM_C12,Width_C12,X-Width_C12,Y-Width_C12,Angle_C12,Roundness_C12,AIRMASS2
1,cpt1m012-fa06-20181216-0069-e91.fits,1,0,58469.2926,2458469.293,NaN,NaN,2458469.292212,NaN,1.187054,NaN,65,NaN,NaN,4.692015,12,20,30,0.093955,0.050641,0.12153,0.095198,0.168975,0.131395,0.090779,0.144437,0.114459,0.094511,0.052786,0.049545,0.000158,0.000142,0.000186,0.00017,0.000216,0.000191,0.000165,0.000201,0.000182,0.00017,0.000143,0.000142,595.355372,356.555556,653.712925,558.482234,783.175894,688.265284,548.593888,719.692322,628.802964,556.5191,369.955945,348.248662,3862369.928,1913.218082,2360.449621,2108.058268,2360.949621,1988.441732,23.549576,-29.416773,362889.4382,452.389342,582.425486,623.065863,17492.03516,802.161776,506.420017,1346,4.0086,6.763009,6.287274,7.238744,88.405039,0.980341,2518.173617,2189.330163,2518.673617,1907.169837,23.550888,-29.425387,186166.4482,513.715695,362.39198,8652.457031,411.518201,503.306101,4.266337,6.767698,6.237448,7.297949,88.076374,0.975634,3415.517643,2589.766504,3416.017643,1506.733496,23.558355,-29.467642,418529.9992,600.97663,696.416431,15548.42969,925.15442,504.294868,4.931533,7.11419,6.756899,7.47148,274.790426,0.989676,3092.159987,2587.181904,3092.659987,1509.318096,23.555676,-29.467754,335729.2164,575.503949,583.365617,13312.62012,742.124505,507.708945,4.721439,6.993721,6.549494,7.437947,271.351036,0.983956,3776.343398,2337.139252,3776.843398,1759.360748,23.561318,-29.439867,558304.0071,644.621724,866.09555,17356.35742,1234.122812,483.80684,5.556928,7.283934,6.950227,7.617641,273.685026,0.9915,3842.345096,2380.084202,3842.845096,1716.415798,23.561869,-29.444428,448556.8804,606.544687,739.528166,14038.96973,991.5284,478.08061,5.595537,7.271465,7.088474,7.454456,273.064723,0.997441,3624.692998,1761.952635,3625.192998,2334.547365,23.560008,-29.377848,321442.9626,561.927558,572.036303,11153.61426,710.54495,486.838604,5.206677,7.17199,6.918104,7.425877,277.569621,0.994634,3064.551522,1690.272612,3065.051522,2406.227388,23.555366,-29.370778,487460.691,624.935403,780.017725,19520.51758,1077.524702,502.299448,4.741071,6.917481,6.552945,7.282017,89.397897,0.988948,2480.574071,2937.037394,2481.074071,1159.462606,23.550641,-29.506301,396679.6545,595.535238,666.089308,18778.62305,876.854553,511.439042,4.059216,6.902249,6.373683,7.430815,274.869545,0.976132,1499.534953,3109.742069,1500.034953,986.757931,23.542526,-29.526026,333514.9514,573.926789,581.110619,16996.46875,737.229904,515.596895,4.204936,6.844127,6.323302,7.364951,281.339854,0.973104,2966.019154,736.573568,2966.519154,3359.926432,23.554465,-29.267744,193656.7768,514.341574,376.513949,7540.087402,428.075462,492.088825,4.798825,7.016935,6.679998,7.353871,83.45235,0.990323,826.549529,2968.402867,827.049529,1128.097133,23.536939,-29.511391,182328.3405,515.538566,353.665763,9639.635742,403.03412,514.759763,4.213076,6.847477,6.478656,7.216299,290.09322,0.980231,1.186498
2,cpt1m012-fa06-20181216-0070-e91.fits,2,0,58469.29384,2458469.294,NaN,NaN,2458469.293453,NaN,1.192085,NaN,65,NaN,NaN,5.163276,12,20,30,0.094076,0.050435,0.121232,0.094334,0.170442,0.130907,0.090994,0.144773,0.11449,0.09434,0.053103,0.049377,0.000158,0.000142,0.000186,0.000169,0.000216,0.00019,0.000165,0.000201,0.000182,0.00017,0.000142,0.000142,595.391842,356.246792,651.879075,557.880862,788.427408,687.212431,549.894121,721.470854,628.124323,554.617217,373.06785,347.351596,3855054.391,1907.75325,2360.489225,2108.248915,2360.989225,1988.251085,23.549576,-29.416774,362668.5812,452.389342,582.085399,623.05047,17772.17578,801.673575,501.714551,1332,4.070818,6.805441,6.364174,7.246707,84.956551,0.982796,2518.227887,2189.506076,2518.727887,1906.993924,23.550889,-29.425387,185093.7232,511.229791,362.055824,8990.214844,409.146958,496.832951,4.192206,6.846482,6.430572,7.262393,272.183176,0.985262,3415.488539,2589.990356,3415.988539,1506.509644,23.558354,-29.467648,416823.6952,600.554992,694.064158,15045.96875,921.38266,498.785467,5.056255,7.15123,6.89536,7.4071,272.81403,0.994843,3092.159471,2587.375832,3092.659471,1509.124168,23.555676,-29.467756,332315.317,570.381512,582.61937,13354.1084,734.57813,501.827071,4.760571,6.998128,6.70077,7.295487,89.956723,0.992804,3776.377293,2337.322281,3776.877293,1759.177719,23.561318,-29.439869,561379.2447,642.848352,873.268544,17003.36523,1240.92058,475.550236,5.789312,7.428146,7.288875,7.567417,282.725907,0.998277,3842.377348,2380.259704,3842.877348,1716.240296,23.561869,-29.444429,446239.2235,604.603998,738.068596,14200.64648,986.405253,473.411355,5.815407,7.352817,7.296692,7.408943,299.792746,0.999091,3624.726623,1762.120213,3625.226623,2334.379787,23.560008,-29.377847,321530.285,560.675653,573.46932,10734.25293,710.737975,479.81487,5.363557,7.277633,7.194815,7.360451,295.801499,0.998658,3064.555806,1690.481658,3065.055806,2406.018342,23.555366,-29.370781,487528.1822,623.287874,782.187819,18677.44531,1077.67389,495.84054,4.810432,7.039812,6.789222,7.290401,274.773593,0.994801,2480.579491,2937.23492,2481.079491,1159.26508,23.550641,-29.506303,396024.2099,595.35982,665.184644,19279.15625,875.405703,505.838506,4.321981,6.870626,6.42595,7.315302,275.192865,0.982826,1499.523162,3109.902202,1500.023162,986.597798,23.542526,-29.526023,332334.8345,574.107711,578.871923,17567.88086,734.621273,508.67712,3.79287,6.778307,6.301025,7.255589,278.169258,0.978676,2966.071453,736.777956,2966.571453,3359.722044,23.554466,-29.267746,194390.7229,511.839045,379.788773,7324.804199,429.697839,484.614259,5.146918,7.229718,7.009864,7.449571,284.660571,0.995143,826.556173,2968.585035,827.056173,1127.914965,23.536939,-29.51139,181394.9524,514.284016,352.713572,9934.835938,400.97088,509.229043,4.146966,6.738039,6.418547,7.057531,284.147063,0.988453,1.191516
3,cpt1m012-fa06-20181216-0071-e91.fits,3,0,58469.29508,2458469.295,NaN,NaN,2458469.294697,NaN,1.197222,NaN,65,NaN,NaN,5.235665,12,20,30,0.093721,0.050181,0.121279,0.094613,0.169879,0.131051,0.091546,0.144532,0.114571,0.094092,0.052755,0.049858,0.000158,0.000141,0.000186,0.000169,0.000216,0.00019,0.000166,0.0002,0.000182,0.000169,0.000143,0.000142,593.445011,355.727244,653.092242,559.288169,787.070645,689.30938,552.578154,722.146889,629.749522,556.99076,369.907414,349.987887,3848853.623,1902.017852,2360.559611,2108.176094,2361.059611,1988.323906,23.549576,-29.41677,360718.7351,452.389342,581.112148,620.73859,17720.73242,797.363469,494.81018,1305,4.281684,6.802187,6.425803,7.17857,270.102475,0.987828,2518.253605,2189.492764,2518.753605,1907.007236,23.550888,-29.425389,183911.2107,508.754933,361.492732,9031.686523,406.533032,491.458969,4.158418,6.760094,6.374423,7.145765,276.251527,0.986429,3415.572776,2589.922534,3416.072776,1506.577466,23.558355,-29.467642,416296.458,598.639563,695.404186,14772.14941,920.21721,491.861645,5.041213,7.20703,7.024057,7.390003,274.682188,0.997355,3092.19045,2587.3221,3092.69045,1509.1779,23.555676,-29.467753,332675.0672,569.498676,584.154241,13022.82617,735.373353,494.059957,4.815617,7.036861,6.796257,7.277465,270.566836,0.995333,3776.426645,2337.290745,3776.926645,1759.209255,23.561318,-29.439867,558894.7367,641.649666,871.027862,16874.76172,1235.428611,470.749189,5.847281,7.419565,7.28451,7.55462,282.548048,0.998385,3842.446639,2380.218886,3842.946639,1716.281114,23.561869,-29.444425,445952.87,602.203744,740.534868,13766.10742,985.772273,465.480255,5.80544,7.380964,7.370396,7.391532,311.157867,0.999541,3624.822627,1762.079988,3625.322627,2334.420012,23.560008,-29.377844,322797.2018,559.963153,576.461504,10496.9707,713.538476,474.409089,5.452078,7.354127,7.299501,7.408752,301.341919,0.998952,3064.602393,1690.423688,3065.102393,2406.076312,23.555366,-29.370777,486033.9363,620.857726,782.842696,18580.21484,1074.370882,489.773253,4.815134,7.022342,6.815826,7.228858,276.496471,0.996363,2480.624611,2937.1533,2481.124611,1159.3467,23.550641,-29.506299,395637.0236,593.146654,667.013834,18459.55273,874.549833,499.151782,4.355584,6.915189,6.458128,7.37225,273.20792,0.982458,1499.567856,3109.876277,1500.067856,986.623723,23.542526,-29.526028,331000.7063,569.203305,581.515785,17056.66992,731.672202,501.545881,3.838751,6.800592,6.334077,7.267106,279.614811,0.979084,2966.11375,736.784055,2966.61375,3359.715945,23.554465,-29.267748,192869.8756,512.367881,376.428506,7205.785156,426.336029,480.472087,5.119442,7.137959,6.892558,7.383361,283.762884,0.994002,826.608667,2968.49515,827.108667,1128.00485,23.536939,-29.511389,182784.5369,514.217235,355.461708,9730.347656,404.042536,502.797816,4.134065,6.847371,6.497066,7.197676,282.16172,0.987458,1.196644
4,cpt1m012-fa06-20181216-0072-e91.fits,4,0,58469.29633,2458469.296,NaN,NaN,2458469.295940,NaN,1.202469,NaN,65,NaN,NaN,5.267518,12,20,30,0.094161,0.049981,0.12088,0.096164,0.169757,0.131495,0.090989,0.144036,0.114566,0.094044,0.052898,0.049536,0.000157,0.000141,0.000185,0.000169,0.000215,0.00019,0.000165,0.0002,0.000181,0.000168,0.000141,0.000141,601.642674,354.349302,654.85809,567.577089,790.4043,693.637095,551.818516,721.817594,633.158828,558.43416,373.922209,350.237606,3867059.908,1903.498772,2360.724906,2108.10447,2361.224906,1988.39553,23.549576,-29.416773,364128.0754,452.389342,578.073895,629.89884,18214.29492,804.899765,491.446288,1321,4.300748,6.659887,6.331714,6.98806,272.589828,0.990255,2518.415844,2189.411722,2518.915844,1907.088278,23.550888,-29.425391,184080.609,511.341958,359.995119,9112.532227,406.907484,490.521395,4.36119,6.719737,6.398194,7.04128,270.412976,0.990881,3415.729988,2589.813652,3416.229988,1506.686348,23.558355,-29.467643,417039.7232,598.205574,697.151183,14691.77441,921.860186,491.577786,5.137427,6.990949,6.880415,7.101484,286.527621,0.998577,3092.262129,2587.210774,3092.762129,1509.289226,23.555675,-29.467753,339249.8201,571.646106,593.461263,13388.95117,749.906747,492.032059,4.785901,7.133606,7.169424,7.097789,352.170512,0.999891,3776.594009,2337.202388,3777.094009,1759.297612,23.561319,-29.43987,561195.0138,641.529046,874.777248,16739.4668,1240.51334,466.575895,5.844801,7.290647,7.217962,7.363331,294.060953,0.999108,3842.573508,2380.147538,3843.073508,1716.352462,23.561869,-29.444431,449404.2238,602.828018,745.493259,14265.56543,993.40144,464.224361,5.819353,7.241426,7.329192,7.15366,333.007181,0.998301,3624.940537,1762.001267,3625.440537,2334.498733,23.560008,-29.377848,322515.2877,560.531936,575.373618,10313.55957,712.915309,470.776912,5.574638,7.093597,7.127128,7.060065,323.10824,0.998854,3064.789405,1690.340995,3065.289405,2406.159005,23.555366,-29.37078,486869.9808,622.76251,781.790768,18593.54102,1076.218946,486.815636,4.850877,6.875275,6.712237,7.038312,283.747664,0.997145,2480.796587,2937.065723,2481.296587,1159.434277,23.550641,-29.506301,397493.9031,592.603294,670.758848,18650.94922,878.654438,495.909478,4.380822,6.738118,6.373998,7.102238,270.859622,0.988377,1499.75422,3109.773193,1500.25422,986.726807,23.542526,-29.526026,332413.0732,570.23127,582.944309,18156.1582,734.794219,500.850158,3.882418,6.576943,6.126181,7.027705,279.077945,0.979384,2966.260641,736.641576,2966.760641,3359.858424,23.554465,-29.267744,194282.0661,510.443496,380.614245,7260.610352,429.457655,477.450748,5.165451,7.017921,6.855251,7.180591,287.916846,0.996734,826.800114,2968.389758,827.300114,1128.110242,23.536939,-29.511386,182516.2068,513.149628,355.678338,10830.85059,403.449396,501.229286,3.870929,6.649936,6.327727,6.972144,291.800016,0.982177,1.201862
5,cpt1m012-fa06-20181216-0073-e91.fits,5,0,58469.29757,2458469.298,NaN,NaN,2458469.297180,NaN,1.20777,NaN,65,NaN,NaN,5.263529,12,20,30,0.093679,0.050439,0.121585,0.094648,0.169561,0.131575,0.090924,0.144231,0.114778,0.094207,0.053029,0.049372,0.000156,0.00014,0.000185,0.000168,0.000214,0.00019,0.000165,0.000199,0.000181,0.000168,0.000142,0.000141,599.18582,359.129779,658.676263,563.355364,790.94588,693.998452,551.36245,724.704057,634.860048,559.566431,373.906233,349.520841,3860807.338,1897.458326,2360.574743,2108.132459,2361.074743,1988.367541,23.549576,-29.416771,361676.8019,452.389342,576.848117,626.987922,18246.57422,799.481261,485.249591,1296,4.246248,6.690238,6.398703,6.981774,275.788895,0.992116,2518.261483,2189.461349,2518.761483,1907.038651,23.550888,-29.425391,185385.232,507.903601,365.000822,9138.075195,409.791334,481.050337,4.294319,6.713977,6.428729,6.999226,88.740589,0.992792,3415.524184,2589.878289,3416.024184,1506.621711,23.558354,-29.467642,418529.9293,596.475023,701.672179,14685.28418,925.154265,480.789191,5.169841,7.168787,7.130117,7.207457,293.779078,0.999744,3092.166045,2587.279998,3092.666045,1509.220002,23.555676,-29.467753,333821.9344,567.236402,588.505839,13220.35938,737.908486,483.973417,4.791498,6.911269,6.771337,7.0512,275.677726,0.998296,3776.379153,2337.256345,3776.879153,1759.243655,23.561318,-29.439867,559734.6181,639.573553,875.168485,16378.73926,1237.285157,460.323814,5.863529,7.312772,7.3313,7.294244,322.872599,0.999651,3842.371643,2380.180144,3842.871643,1716.319856,23.561869,-29.444426,448919.5333,601.972924,745.747052,13549.27246,992.330038,455.116967,5.816891,7.261921,7.426293,7.097548,343.818104,0.997131,3624.76675,1762.043489,3625.26675,2334.456511,23.560008,-29.377845,321781.5925,559.847526,574.766481,10470.88672,711.293487,462.543705,5.48129,7.191993,7.241813,7.142172,323.946616,0.997967,3064.601626,1690.378437,3065.101626,2406.121563,23.555366,-29.370778,486655.8203,619.706908,785.299977,19097.16797,1075.745547,479.930178,4.799282,6.887437,6.815866,6.959008,297.063436,0.998742,2480.653978,2937.11608,2481.153978,1159.38392,23.550641,-29.5063,397508.9886,590.945637,672.665917,18488.33789,878.687784,485.525729,4.384367,6.867436,6.566675,7.168197,277.566415,0.991798,1499.596097,3109.799758,1500.096097,986.700242,23.542526,-29.526025,332399.2452,569.027771,584.15294,17671.96484,734.763652,491.70037,4.007774,6.74565,6.354596,7.136704,281.798717,0.984099,2966.103865,736.690376,2966.603865,3359.809624,23.554465,-29.267744,194423.226,510.869176,380.573413,7334.442383,429.769687,467.842805,5.035388,7.096102,6.96477,7.227434,286.122773,0.998086,826.651666,2968.419961,827.151666,1128.080039,23.536939,-29.511387,181647.2182,511.81456,354.908266,10516.10254,401.528509,493.691633,4.0044,6.596849,6.24315,6.950547,284.323553,0.985155,1.207162
6,cpt1m012-fa06-20181216-0074-e91.fits,6,0,58469.29881,2458469.299,NaN,NaN,2458469.298420,NaN,1.213197,NaN,65,NaN,NaN,5.297117,12,20,30,0.093819,0.050264,0.120945,0.09505,0.170075,0.131076,0.091168,0.14472,0.114032,0.094426,0.053114,0.04949,0.000157,0.00014,0.000184,0.000169,0.000215,0.00019,0.000165,0.0002,0.000181,0.000168,0.000142,0.000141,596.833385,358.198227,655.552757,562.564951,790.197802,690.45663,553.367521,724.60922,630.388385,560.818732,374.660652,350.228647,3842257.305,1890.9635,2360.238228,2108.058476,2360.738228,1988.441524,23.549576,-29.416774,360478.2479,452.389342,577.341821,624.375777,16518.94141,796.831876,479.588473,1316,4.320777,6.828025,6.557721,7.098329,89.054461,0.993744,2517.964874,2189.369129,2518.464874,1907.130871,23.550888,-29.425392,183884.8623,505.123455,364.039445,8272.245117,406.474789,477.674467,4.40955,6.80754,6.509796,7.105284,274.99679,0.992141,3415.337061,2589.780151,3415.837061,1506.719849,23.558355,-29.467642,414563.5063,593.943853,697.984337,14404.92481,916.386545,476.607573,5.114245,7.19987,7.113437,7.286303,276.71704,0.999391,3091.957452,2587.172566,3092.457452,1509.327434,23.555677,-29.467752,333508.0805,567.501023,587.678377,12723.69629,737.214716,478.508446,4.835501,7.151471,6.996061,7.306881,278.015795,0.997957,3776.204301,2337.126246,3776.704301,1759.373754,23.561319,-29.439863,558487.1831,638.663028,874.462993,16015.34766,1234.52772,455.118262,5.914778,7.490948,7.484946,7.49695,310.533696,0.999893,3842.193831,2380.087293,3842.693831,1716.412707,23.56187,-29.444425,445265.2297,600.531546,741.451857,13471.77441,984.252254,452.352457,5.800143,7.411354,7.503735,7.318972,343.831013,0.99913,3624.581634,1761.918245,3625.081634,2334.581755,23.560008,-29.377841,321024.8002,556.23868,577.134982,10364.94434,709.620609,458.29554,5.550178,7.350044,7.422952,7.277136,332.088749,0.998753,3064.365112,1690.25337,3064.865112,2406.24663,23.555366,-29.370774,485753.8626,618.476065,785.404465,18209.12891,1073.751783,473.803397,4.911338,7.103949,6.966053,7.241844,277.064757,0.998399,2480.346063,2937.042406,2480.846063,1159.457594,23.550641,-29.506304,393292.1034,589.284335,667.406344,17776.90039,869.366421,481.666882,4.33315,6.947399,6.619657,7.27514,276.983499,0.990589,1499.296949,3109.721838,1499.796949,986.778162,23.542526,-29.526029,331506.722,566.02805,585.671897,16389.52539,732.790743,485.213489,4.0257,6.843859,6.45896,7.228758,278.102246,0.986366,2965.91883,736.522496,2966.41883,3359.977504,23.554466,-29.267735,193785.3593,508.100981,381.391429,6958.098145,428.359692,463.721353,5.059624,7.246932,7.101874,7.39199,283.507014,0.997982,826.35072,2968.349275,826.85072,1128.150725,23.536939,-29.511393,181185.596,509.42462,355.667137,9743.43457,400.5081,487.730089,4.026888,6.815768,6.514102,7.117435,283.753243,0.990078,1.212557
7,cpt1m012-fa06-20181216-0075-e91.fits,7,0,58469.30005,2458469.3,NaN,NaN,2458469.299662,NaN,1.218705,NaN,65,NaN,NaN,5.321505,12,20,30,0.093948,0.050583,0.122014,0.094939,0.168978,0.131238,0.090558,0.14432,0.114594,0.094289,0.053235,0.049491,0.000156,0.00014,0.000185,0.000168,0.000214,0.000189,0.000164,0.000198,0.00018,0.000167,0.000141,0.00014,602.491569,361.221819,660.392352,564.471203,789.077069,692.993546,551.926554,727.569362,637.550873,563.726215,377.866424,352.56426,3853700.589,1888.359953,2360.347331,2108.286831,2360.847331,1988.213169,23.549575,-29.416774,362047.9753,452.389342,574.133065,630.599415,16701.76953,800.301735,474.78873,1353,4.357954,6.927508,6.707088,7.147929,279.173289,0.995514,2518.058746,2189.600999,2518.558746,1906.899001,23.550888,-29.425393,185546.1796,505.350324,367.163472,8227.838867,410.147106,471.675702,4.359757,6.901269,6.700081,7.102457,271.306788,0.996599,3415.407262,2589.993676,3415.907262,1506.506324,23.558355,-29.467642,419073.6021,595.727602,703.465142,14276.19043,926.356046,471.661574,5.183582,7.348262,7.410231,7.286293,341.477643,0.999554,3092.037577,2587.412877,3092.537577,1509.087123,23.555676,-29.467755,334144.2323,566.718656,589.612198,12507.30371,738.620921,473.714088,4.741015,7.194924,7.191801,7.198047,313.035439,0.99984,3776.218334,2337.378982,3776.718334,1759.121018,23.561318,-29.439867,557060.168,638.922737,871.874072,16010.08984,1231.373324,451.774982,5.850155,7.535959,7.643746,7.428172,340.171086,0.99862,3842.209617,2380.320133,3842.709617,1716.179867,23.561869,-29.444428,447077.8129,600.838092,744.090328,13148.11328,988.258943,447.755931,5.827832,7.461843,7.689368,7.234319,350.299642,0.995828,3624.653938,1762.151582,3625.153938,2334.348418,23.560008,-29.377842,320003.2774,556.286866,575.248665,9947.503906,707.362547,454.101948,5.476617,7.314152,7.49047,7.137835,335.065141,0.994411,3064.471921,1690.540023,3064.971921,2405.959977,23.555366,-29.370781,486023.1664,616.341763,788.561145,18163.60352,1074.347075,468.322334,4.885553,7.118394,7.128649,7.108138,316.974349,0.998249,2480.463773,2937.218384,2480.963773,1159.281616,23.550641,-29.506299,396208.6795,586.425132,675.633866,16909.23242,875.81347,477.669657,4.424807,7.045587,6.830702,7.260473,283.005128,0.995402,1499.403904,3109.914704,1499.903904,986.585296,23.542526,-29.526025,332051.7626,563.987822,588.756972,15901.53125,733.995547,481.671117,4.18259,6.847558,6.535584,7.159532,283.477855,0.989593,2965.971571,736.810581,2966.471571,3359.689419,23.554465,-29.267742,194783.695,506.303627,384.717163,7231.356445,430.566499,458.124741,5.165187,7.297352,7.286634,7.308071,313.356269,0.997376,826.469001,2968.564617,826.969001,1127.935383,23.536939,-29.51139,181728.0132,507.525336,358.066879,9730.557617,401.707105,484.272588,4.105891,6.935257,6.660855,7.209659,285.997366,0.991321,1.218065
