 ,Label,slice,Saturated,J.D.-2400000,JD_UTC,JD_SOBS,HJD_UTC,BJD_TDB,AIRMASS,ALT_OBJ,CCD-TEMP,EXPTIME,RAOBJ2K,DECOBJ2K,FWHM_Mean,Source_Radius,Sky_Rad(min),Sky_Rad(max),rel_flux_T1,rel_flux_C2,rel_flux_C3,rel_flux_C4,rel_flux_C5,rel_flux_C6,rel_flux_C7,rel_flux_C8,rel_flux_C9,rel_flux_C10,rel_flux_C11,rel_flux_err_T1,rel_flux_err_C2,rel_flux_err_C3,rel_flux_err_C4,rel_flux_err_C5,rel_flux_err_C6,rel_flux_err_C7,rel_flux_err_C8,rel_flux_err_C9,rel_flux_err_C10,rel_flux_err_C11,rel_flux_SNR_T1,rel_flux_SNR_C2,rel_flux_SNR_C3,rel_flux_SNR_C4,rel_flux_SNR_C5,rel_flux_SNR_C6,rel_flux_SNR_C7,rel_flux_SNR_C8,rel_flux_SNR_C9,rel_flux_SNR_C10,rel_flux_SNR_C11,tot_C_cnts,tot_C_err,X(IJ)_T1,Y(IJ)_T1,X(FITS)_T1,Y(FITS)_T1,RA_T1,DEC_T1,Source-Sky_T1,N_Src_Pixels_T1,Source_Error_T1,Source_SNR_T1,Peak_T1,Mean_T1,Sky/Pixel_T1,N_Sky_Pixels_T1,FWHM_T1,Width_T1,X-Width_T1,Y-Width_T1,Angle_T1,Roundness_T1,X(IJ)_C2,Y(IJ)_C2,X(FITS)_C2,Y(FITS)_C2,RA_C2,DEC_C2,Source-Sky_C2,Source_Error_C2,Source_SNR_C2,Peak_C2,Mean_C2,Sky/Pixel_C2,FWHM_C2,Width_C2,X-Width_C2,Y-Width_C2,Angle_C2,Roundness_C2,X(IJ)_C3,Y(IJ)_C3,X(FITS)_C3,Y(FITS)_C3,RA_C3,DEC_C3,Source-Sky_C3,Source_Error_C3,Source_SNR_C3,Peak_C3,Mean_C3,Sky/Pixel_C3,FWHM_C3,Width_C3,X-Width_C3,Y-Width_C3,Angle_C3,Roundness_C3,X(IJ)_C4,Y(IJ)_C4,X(FITS)_C4,Y(FITS)_C4,RA_C4,DEC_C4,Source-Sky_C4,Source_Error_C4,Source_SNR_C4,Peak_C4,Mean_C4,Sky/Pixel_C4,FWHM_C4,Width_C4,X-Width_C4,Y-Width_C4,Angle_C4,Roundness_C4,X(IJ)_C5,Y(IJ)_C5,X(FITS)_C5,Y(FITS)_C5,RA_C5,DEC_C5,Source-Sky_C5,Source_Error_C5,Source_SNR_C5,Peak_C5,Mean_C5,Sky/Pixel_C5,FWHM_C5,Width_C5,X-Width_C5,Y-Width_C5,Angle_C5,Roundness_C5,X(IJ)_C6,Y(IJ)_C6,X(FITS)_C6,Y(FITS)_C6,RA_C6,DEC_C6,Source-Sky_C6,Source_Error_C6,Source_SNR_C6,Peak_C6,Mean_C6,Sky/Pixel_C6,FWHM_C6,Width_C6,X-Width_C6,Y-Width_C6,Angle_C6,Roundness_C6,X(IJ)_C7,Y(IJ)_C7,X(FITS)_C7,Y(FITS)_C7,RA_C7,DEC_C7,Source-Sky_C7,Source_Error_C7,Source_SNR_C7,Peak_C7,Mean_C7,Sky/Pixel_C7,FWHM_C7,Width_C7,X-Width_C7,Y-Width_C7,Angle_C7,Roundness_C7,X(IJ)_C8,Y(IJ)_C8,X(FITS)_C8,Y(FITS)_C8,RA_C8,DEC_C8,Source-Sky_C8,Source_Error_C8,Source_SNR_C8,Peak_C8,Mean_C8,Sky/Pixel_C8,FWHM_C8,Width_C8,X-Width_C8,Y-Width_C8,Angle_C8,Roundness_C8,X(IJ)_C9,Y(IJ)_C9,X(FITS)_C9,Y(FITS)_C9,RA_C9,DEC_C9,Source-Sky_C9,Source_Error_C9,Source_SNR_C9,Peak_C9,Mean_C9,Sky/Pixel_C9,FWHM_C9,Width_C9,X-Width_C9,Y-Width_C9,Angle_C9,Roundness_C9,X(IJ)_C10,Y(IJ)_C10,X(FITS)_C10,Y(FITS)_C10,RA_C10,DEC_C10,Source-Sky_C10,Source_Error_C10,Source_SNR_C10,Peak_C10,Mean_C10,Sky/Pixel_C10,FWHM_C10,Width_C10,X-Width_C10,Y-Width_C10,Angle_C10,Roundness_C10,X(IJ)_C11,Y(IJ)_C11,X(FITS)_C11,Y(FITS)_C11,RA_C11,DEC_C11,Source-Sky_C11,Source_Error_C11,Source_SNR_C11,Peak_C11,Mean_C11,Sky/Pixel_C11,FWHM_C11,Width_C11,X-Width_C11,Y-Width_C11,Angle_C11,Roundness_C11
1,lsc1m004-fa03-20190724-0065-e91.fits,1,0,58689.59255,2458689.593,NaN,NaN,2458689.597514,1.678001,NaN,NaN,239.978,NaN,NaN,7.061049,12,40,60,0.09556,0.098209,0.096703,0.136985,0.126536,0.133756,0.118966,0.104631,0.110026,0.090774,0.09678,0.000232,0.000248,0.000246,0.000295,0.000282,0.000291,0.000273,0.000256,0.000262,0.000239,0.000246,412.683098,396.070663,392.908533,464.569223,447.979975,459.518842,435.13084,408.974665,419.422099,380.032571,393.658909,2535367.636,1805.665173,1606.424955,1617.63757,1606.924955,2478.86243,22.196564,-58.946339,242279.196,452.389342,561.153453,431.752125,3741.782715,535.554606,147.694704,5383,6.982766,10.364056,10.989019,9.739092,358.72667,0.985532,1541.551678,1400.730371,1542.051678,2695.769629,22.195673,-58.96986,226728.1174,546.927982,414.548395,3533.273193,501.179175,147.565588,7.16998,10.416756,11.008579,9.824933,357.582886,0.98708,1161.536583,1574.496153,1162.036583,2522.003847,22.190342,-58.95124,223559.5658,544.080571,410.894227,3414.368896,494.175139,147.462756,7.273676,10.421086,11.083527,9.758645,357.433704,0.983837,829.484045,2125.205636,829.984045,1971.294364,22.185672,-58.891747,305464.1689,615.020539,496.673119,4610.84375,675.224061,147.754181,6.961358,10.503194,11.089569,9.916819,351.939804,0.986575,979.531446,1067.601449,980.031446,3028.898551,22.18782,-59.006193,284779.8323,598.02514,476.200436,4344.617188,629.501639,148.451221,7.151829,10.438699,11.103419,9.773979,358.546248,0.983869,549.90694,1519.561235,550.40694,2576.938765,22.181785,-58.957394,299111.6573,609.939722,490.395439,4475.720215,661.181928,148.727579,7.011804,10.489485,11.203434,9.775536,354.632628,0.98098,685.370922,2014.565195,685.870922,2081.934805,22.183663,-58.903769,269553.7311,585.196393,460.620971,4146.54248,595.844566,148.218137,6.98355,10.508468,11.118312,9.898624,352.225953,0.985583,2705.754846,1769.054662,2706.254846,2327.445338,22.211927,-58.92909,240150.0214,559.045482,429.571527,3580.153809,530.848097,147.253292,7.2171,10.488162,11.118223,9.8581,1.948793,0.985602,1820.965708,439.036174,1821.465708,3657.463826,22.199668,-59.073801,251306.5262,568.730487,441.872789,3879.062012,555.509387,146.95119,6.933337,10.464256,11.130403,9.798109,0.27568,0.983919,2205.376934,698.839663,2205.876934,3397.660337,22.205039,-59.045392,210993.3325,532.650789,396.119441,3163.544434,466.397664,148.216813,7.021442,10.485568,11.080254,9.890882,2.644822,0.987107,165.192351,2242.495082,165.692351,1854.004918,22.17639,-58.879192,223720.6832,543.326916,411.760722,3395.689941,494.531286,145.679616,6.964696,10.505213,11.167028,9.843398,351.378949,0.982733
2,lsc1m004-fa03-20190724-0066-e91.fits,2,0,58689.59564,2458689.596,NaN,NaN,2458689.600597,1.65571,NaN,NaN,239.975,NaN,NaN,7.748219,12,40,60,0.096212,0.097983,0.097434,0.137064,0.127457,0.133621,0.119099,0.104521,0.109937,0.090181,0.096123,0.000231,0.000247,0.000246,0.000294,0.000282,0.00029,0.000272,0.000255,0.000261,0.000237,0.000244,416.239046,397.203726,396.107526,466.596153,451.437712,461.157464,437.296565,410.366623,421.007973,380.407388,393.999448,2551886.262,1809.815183,1606.342468,1617.395212,1606.842468,2479.104788,22.196565,-58.946335,245522.6496,452.389342,563.572988,435.653686,3778.541016,542.724213,146.985518,5460,7.001122,10.365369,10.870971,9.859767,358.511271,0.990502,1541.368832,1400.403407,1541.868832,2696.096593,22.195672,-58.969865,227727.5514,547.849415,415.675449,3448.546143,503.388409,147.542025,7.132404,10.369927,10.912435,9.827419,0.146903,0.989112,1161.419137,1574.160653,1161.919137,2522.339347,22.190342,-58.951245,226564.4251,546.718096,414.408132,3425.119385,500.817336,147.490378,6.99969,10.403231,10.877371,9.929092,357.926736,0.991682,829.295499,2124.976632,829.795499,1971.523368,22.185671,-58.89174,307610.3458,616.635147,498.853086,4621.166504,679.968154,148.031658,7.102391,10.432478,10.902404,9.962552,354.992984,0.991665,979.469178,1067.325484,979.969178,3029.174516,22.187821,-59.006191,288486.0277,600.853354,480.127182,4355.346191,637.69413,147.678328,6.980504,10.423233,10.935388,9.911077,357.911843,0.990338,549.856349,1519.302437,550.356349,2577.197563,22.181786,-58.957391,300793.5122,611.252499,492.093714,4489.788574,664.899643,148.495316,7.090371,10.452951,10.994021,9.911881,357.021337,0.989224,685.179412,2014.298593,685.679412,2082.201407,22.183662,-58.903766,271582.5203,586.61921,462.962201,4096.483887,600.329174,147.798996,7.055151,10.43749,10.968316,9.906664,354.599939,0.989333,2705.534934,1768.640079,2706.034934,2327.859921,22.211926,-58.929105,241485.0108,560.298061,430.993837,3544.739014,533.799071,147.329683,7.390221,10.465018,10.960644,9.969392,3.106572,0.990962,1820.78937,438.744907,1821.28937,3657.755093,22.199667,-59.073803,252758.3367,569.891231,443.520312,3755.393311,558.718593,146.688068,7.138079,10.441814,11.02372,9.859909,359.834115,0.987654,2205.251589,698.56449,2205.751589,3397.93551,22.20504,-59.045393,211095.4093,532.544792,396.389961,3169.486572,466.623304,147.638635,7.187412,10.443106,11.026659,9.859553,359.359864,0.987581,164.999005,2242.193102,165.499005,1854.306898,22.17639,-58.879192,223783.1223,543.196169,411.97478,3513.271973,494.669307,145.421702,7.092018,10.491296,11.030426,9.952165,353.48577,0.98893
3,lsc1m004-fa03-20190724-0067-e91.fits,3,0,58689.59872,2458689.599,NaN,NaN,2458689.603679,1.634168,NaN,NaN,240.003,NaN,NaN,7.456243,12,40,60,0.095183,0.097954,0.096909,0.136193,0.126879,0.133451,0.121763,0.103952,0.110308,0.09009,0.095933,0.000229,0.000245,0.000244,0.000292,0.00028,0.000288,0.000274,0.000253,0.00026,0.000236,0.000243,415.850467,399.229516,397.018064,467.195781,452.540874,462.972789,444.022109,411.310916,423.975293,382.030308,395.435062,2569950.53,1813.924182,1606.422087,1617.608745,1606.922087,2478.891255,22.196564,-58.94634,244615.2094,452.389342,562.319768,435.010866,4115.758789,540.718329,145.580827,5363,6.533993,10.169389,10.78027,9.558508,356.307678,0.985429,1541.570429,1400.629901,1542.070429,2695.870099,22.195672,-58.969869,229277.9868,548.762954,417.808791,3911.270752,506.815624,146.503575,6.685423,10.197746,10.881687,9.513806,358.303923,0.982106,1161.676081,1574.404957,1162.176081,2522.095043,22.190343,-58.951245,227048.8536,546.772244,415.253071,3828.135742,501.888158,146.699637,6.691218,10.268471,10.934024,9.602918,356.10819,0.983025,829.558399,2125.199005,830.058399,1971.300995,22.185672,-58.891737,308053.9022,617.089029,499.204957,4824.722168,680.948629,148.113749,6.837211,10.299281,10.870719,9.727844,351.876717,0.986723,979.782551,1067.597722,980.282551,3028.902278,22.187822,-59.00619,289358.5732,601.413258,481.131018,4810.646484,639.622878,147.350052,6.656696,10.290914,10.9639,9.617928,356.08117,0.982717,550.218109,1519.637355,550.718109,2576.862645,22.181787,-58.957377,302582.3115,612.560646,493.963028,4770.650879,668.853758,148.093021,6.815459,10.301404,10.981024,9.621783,353.049353,0.981683,685.325464,2014.5768,685.825464,2081.9232,22.183661,-58.903757,278958.3105,592.557862,470.76974,4408.123047,616.63325,147.044833,6.665063,10.708074,10.917915,10.498234,11.369786,0.998195,2705.763449,1768.921699,2706.263449,2327.578301,22.211927,-58.929108,241996.4801,560.355359,431.862525,3812.538086,534.929667,146.595124,7.078069,10.353435,10.877814,9.829055,2.680241,0.989702,1821.030867,439.105804,1821.530867,3657.394196,22.199667,-59.073799,255321.0215,571.482055,446.769971,4141.866699,564.38337,145.272971,6.843997,10.330843,11.007067,9.654619,0.595252,0.983,2205.449744,698.8776,2205.949744,3397.6224,22.205039,-59.045395,212391.8143,533.565604,398.061293,3485.469971,469.488988,147.166772,6.658343,10.288269,10.897283,9.679255,359.353421,0.986074,165.317076,2242.44533,165.817076,1854.05467,22.176391,-58.879182,224961.2766,544.137859,413.426989,3664.319824,497.2736,144.906223,6.804977,10.308892,10.945134,9.67265,349.807509,0.982791
4,lsc1m004-fa03-20190724-0068-e91.fits,4,0,58689.6018,2458689.602,NaN,NaN,2458689.606762,1.61336,NaN,NaN,240.031,NaN,NaN,7.201284,12,40,60,0.095729,0.097963,0.097101,0.137603,0.12688,0.133669,0.118735,0.10456,0.109893,0.090376,0.096632,0.000228,0.000244,0.000243,0.000292,0.000279,0.000287,0.000269,0.000252,0.000259,0.000235,0.000242,419.094125,401.096958,399.328838,471.747641,454.583677,465.442462,440.611127,414.502678,424.846985,384.523851,398.765708,2588516.945,1818.649509,1606.357574,1617.842959,1606.857574,2478.657041,22.196564,-58.946337,247797.4169,452.389342,565.05657,438.535591,4433.119629,547.752553,145.551595,5257,6.257491,9.962368,10.611115,9.313621,359.01808,0.983161,1541.468019,1400.924503,1541.968019,2695.575497,22.195671,-58.96986,230953.4605,550.195418,419.766237,4042.5271,510.519234,146.250875,6.425091,10.012066,10.677739,9.346394,359.050404,0.982454,1161.493318,1574.587676,1161.993318,2521.912324,22.190341,-58.951246,229102.5132,548.456332,417.722433,3983.7771,506.427742,146.17316,6.465797,10.023673,10.723131,9.324215,356.820398,0.980471,829.386174,2125.403576,829.886174,1971.096424,22.185671,-58.891734,313102.9768,620.62606,504.495375,5345.777344,692.109534,146.872664,6.577675,10.086847,10.732414,9.44128,354.413038,0.983115,979.615569,1067.835607,980.115569,3028.664393,22.18782,-59.006186,291451.5891,603.049619,483.2962,5034.879883,644.249459,147.218191,6.552081,10.042028,10.727219,9.356837,358.968973,0.981526,550.095685,1519.78313,550.595685,2576.71687,22.181786,-58.957381,305208.0701,614.526492,496.655676,5237.433105,674.657959,147.79141,6.503413,10.011499,10.728342,9.294656,355.84807,0.979269,685.304783,2014.725994,685.804783,2081.774006,22.183662,-58.903759,274727.1243,589.095261,466.354327,4637.470703,607.280276,147.13225,6.54081,10.110943,10.762017,9.459868,354.649183,0.982963,2705.531384,1769.178517,2706.031384,2327.321483,22.211925,-58.929105,245034.9172,562.819698,435.370187,4108.370117,541.646087,146.311756,6.597432,10.038212,10.648901,9.427522,2.798428,0.985164,1820.84902,439.262882,1821.34902,3657.237118,22.199665,-59.073808,256293.8891,572.662678,447.547743,4373.437988,566.53388,145.882472,6.656482,10.020157,10.701382,9.338933,359.908411,0.981681,2205.258774,699.069586,2205.758774,3397.430414,22.205038,-59.0454,214549.4412,535.394467,400.731525,3651.04126,474.25839,147.187379,6.579322,10.024389,10.725693,9.323085,358.966155,0.980587,165.245787,2242.610953,165.745787,1853.889047,22.176391,-58.879181,228092.9634,546.890588,417.072387,3950.057861,504.196147,144.417857,6.602287,10.133187,10.818843,9.447531,351.698212,0.980239
5,lsc1m004-fa03-20190724-0069-e91.fits,5,0,58689.60489,2458689.605,NaN,NaN,2458689.609855,1.593186,NaN,NaN,239.979,NaN,NaN,7.439179,12,40,60,0.095664,0.09837,0.097081,0.136188,0.127368,0.134121,0.11879,0.104515,0.109774,0.090258,0.096905,0.000229,0.000245,0.000243,0.00029,0.00028,0.000288,0.00027,0.000252,0.000259,0.000235,0.000243,418.461551,401.749473,399.012302,468.985314,455.020943,465.647075,440.569,414.009939,424.356188,383.820805,399.142672,2582653.821,1815.982816,1606.587136,1617.674113,1607.087136,2478.825887,22.196562,-58.946334,247068.0672,452.389342,564.283101,437.844172,4094.931885,546.140336,145.3832,5767,6.87373,10.179973,10.856769,9.503178,354.977548,0.981925,1541.712146,1400.763256,1542.212146,2695.736744,22.19567,-58.969856,231301.6637,549.988808,420.557037,3727.668457,511.288932,145.152051,6.811877,10.234436,10.983241,9.485632,356.209341,0.97844,1161.7558,1574.476318,1162.2558,2522.023682,22.19034,-58.951237,228539.7069,547.542586,417.391657,3932.010498,505.183667,145.146155,6.60143,10.225115,10.980889,9.469341,354.563264,0.977586,829.608681,2125.191056,830.108681,1971.308944,22.185669,-58.891737,309567.308,617.751774,501.119253,5037.97168,684.29399,146.745249,6.845503,10.255048,10.983103,9.526992,352.007598,0.978403,979.784604,1067.632139,980.284604,3028.867861,22.187818,-59.006185,291783.7846,602.99737,483.888984,4877.495117,644.983773,146.300041,6.691942,10.213287,10.930168,9.496407,354.276943,0.979686,550.2324,1519.614496,550.7324,2576.885504,22.181784,-58.957378,305423.9153,614.567989,496.973355,5033.435547,675.135081,147.016596,6.678635,10.21834,10.969883,9.466797,353.336949,0.977394,685.566229,2014.538172,686.066229,2081.961828,22.183661,-58.90376,274218.9126,588.005168,466.354596,4481.320801,606.156881,145.477787,6.837711,10.235406,10.968049,9.502764,351.849683,0.977979,2705.85469,1769.053085,2706.35469,2327.446915,22.211924,-58.929099,244384.0015,562.017882,434.833142,3830.484863,540.207248,145.780966,7.003338,10.308138,10.9824,9.633876,358.621014,0.982992,1821.135948,439.09185,1821.635948,3657.40815,22.199665,-59.073802,255465.006,571.49584,447.011138,4133.777344,564.701646,145.003124,6.815197,10.230119,10.917471,9.542767,357.151095,0.981926,2205.562404,698.934224,2206.062404,3397.565776,22.205037,-59.045392,213807.1921,534.571511,399.959945,3433.733643,472.61766,146.679861,6.70236,10.274433,11.00701,9.541856,359.003224,0.979845,165.445996,2242.387007,165.945996,1854.112993,22.176389,-58.879186,228162.33,546.440982,417.542493,3695.32666,504.349481,144.287801,6.76796,10.276311,10.985772,9.56685,348.437624,0.977671
6,lsc1m004-fa03-20190724-0070-e91.fits,6,0,58689.60798,2458689.608,NaN,NaN,2458689.612940,1.573764,NaN,NaN,239.979,NaN,NaN,7.424021,12,40,60,0.095645,0.097341,0.096856,0.137106,0.127277,0.133733,0.118866,0.104459,0.110222,0.090506,0.097047,0.000228,0.000243,0.000242,0.000291,0.000279,0.000287,0.000269,0.000252,0.000258,0.000235,0.000242,419.788673,400.584709,399.497849,471.769436,456.123487,466.45691,441.702052,415.016244,426.483123,385.54423,400.420701,2592349.225,1817.858979,1606.589076,1617.691803,1607.089076,2478.808197,22.196562,-58.946341,247944.1392,452.389342,564.46953,439.251591,4075.363037,548.07688,143.946418,5418,6.853828,10.200098,10.860869,9.539326,356.302882,0.983073,1541.705639,1400.758551,1542.205639,2695.741449,22.19567,-58.969865,229956.9686,548.705794,419.08974,3826.102051,508.316504,144.921867,6.695335,10.229618,10.92768,9.531555,354.800024,0.980924,1161.72819,1574.479595,1162.22819,2522.020405,22.19034,-58.951246,228911.9319,547.85322,417.834419,3881.387695,506.006465,145.076784,6.750905,10.209996,10.923399,9.496593,353.362524,0.979584,829.575148,2125.211297,830.075148,1971.288703,22.185669,-58.891742,312570.3736,619.734672,504.361604,5074.845215,690.932222,145.638702,6.915667,10.282791,10.938359,9.627222,351.973666,0.982538,979.7914,1067.691293,980.2914,3028.808707,22.187818,-59.006189,292693.6662,603.442331,485.039997,4826.901367,646.995053,145.492819,6.711959,10.265856,11.00579,9.525922,354.506396,0.978659,550.156677,1519.628485,550.656677,2576.871515,22.181783,-58.957385,305788.7857,614.330804,497.759161,4962.555664,675.941622,145.986817,6.655091,10.234506,10.956062,9.51295,352.079977,0.978729,685.488295,2014.520552,685.988295,2081.979448,22.18366,-58.903769,275405.0171,589.045316,467.544703,4467.995605,608.778747,145.356111,6.647796,10.218594,10.878562,9.558626,351.876567,0.982048,2705.898895,1769.134751,2706.398895,2327.365249,22.211925,-58.929098,245182.3754,562.505282,435.875685,3924.218018,541.972042,145.226925,6.954645,10.270164,10.910718,9.62961,1.047971,0.984539,1821.182734,439.206451,1821.682734,3657.293549,22.199665,-59.073801,257365.7716,572.714983,449.37845,4287.393066,568.90326,143.850439,6.657742,10.220309,10.928929,9.511689,356.89257,0.980729,2205.576072,699.0509,2206.076072,3397.4491,22.205037,-59.04539,215149.8004,535.434486,401.82283,3472.124268,475.585476,145.957218,6.677684,10.243164,10.900795,9.585533,357.658255,0.983538,165.34448,2242.438141,165.84448,1854.061859,22.176387,-58.879187,229324.5344,547.443972,418.900465,3867.486816,506.918517,143.481802,6.704401,10.277318,10.898259,9.656377,349.667446,0.983442
7,lsc1m004-fa03-20190724-0071-e91.fits,7,0,58689.61106,2458689.611,NaN,NaN,2458689.616025,1.554939,NaN,NaN,239.987,NaN,NaN,7.643971,12,40,60,0.095532,0.097773,0.096577,0.137112,0.127339,0.133999,0.118383,0.105245,0.110093,0.090069,0.096838,0.000228,0.000243,0.000242,0.000291,0.000279,0.000287,0.000269,0.000253,0.000258,0.000234,0.000242,419.386084,401.658045,398.78993,471.863825,456.272088,466.988554,440.868188,416.757443,426.222477,384.752518,400.207296,2591349.095,1816.782078,1606.492204,1617.554652,1606.992204,2478.945348,22.196562,-58.946338,247558.0427,452.389342,564.193901,438.781848,3927.810303,547.223419,143.971221,5399,6.842738,10.329895,10.863203,9.796587,354.766079,0.989033,1541.65415,1400.645464,1542.15415,2695.854536,22.19567,-58.969859,230799.0388,549.101202,420.321496,3654.8479,510.177887,144.127417,6.992553,10.346614,10.941202,9.752025,358.731251,0.986851,1161.666577,1574.424425,1162.166577,2522.075575,22.19034,-58.951232,228222.9457,547.286162,417.008434,3750.031982,504.483471,145.157692,7.049301,10.349865,10.96356,9.73617,354.709876,0.985548,829.519768,2125.044277,830.019768,1971.455723,22.18567,-58.891742,312462.1837,619.396895,504.461979,4727.745117,690.69307,145.277333,6.907956,10.438122,10.95498,9.921265,351.35674,0.989295,979.858832,1067.614855,980.358832,3028.885145,22.18782,-59.006176,292706.1765,603.260732,485.206745,4497.859863,647.022706,145.568703,7.008999,10.417643,11.018764,9.816523,355.977924,0.986506,550.284135,1519.576919,550.784135,2576.923081,22.181786,-58.95737,306206.153,614.376748,498.401272,4765.811035,676.864206,145.473043,6.872108,10.360302,10.983366,9.737238,353.791604,0.984941,685.533219,2014.398075,686.033219,2082.101925,22.183662,-58.903764,274299.8745,587.959373,466.52862,4239.471191,606.335846,145.020389,7.107586,10.365426,10.937794,9.793058,351.880001,0.986849,2705.900088,1769.040868,2706.400088,2327.459132,22.211926,-58.929093,246756.4019,563.491955,437.905812,3689.942139,545.451404,144.31104,7.088952,10.530746,11.050122,10.011369,8.306711,0.989455,1821.113437,439.155137,1821.613437,3657.344863,22.199665,-59.073785,256995.8299,572.299422,449.058342,3974.71875,568.08551,143.710054,7.029056,10.379881,10.949912,9.809849,358.470579,0.987975,2205.527062,698.838758,2206.027062,3397.661242,22.205037,-59.045393,214114.9479,534.069313,400.912283,3365.294189,473.297949,144.894958,6.833833,10.382005,10.953199,9.810811,357.866067,0.987898,165.429568,2242.322997,165.929568,1854.177003,22.176391,-58.879181,228785.5431,546.490588,418.644983,3519.118164,505.727085,142.415032,6.926573,10.472154,10.991426,9.952882,350.396991,0.989025
8,lsc1m004-fa03-20190724-0072-e91.fits,8,0,58689.61415,2458689.614,NaN,NaN,2458689.619114,1.536799,NaN,NaN,239.983,NaN,NaN,8.123385,12,40,60,0.095604,0.097643,0.097368,0.136711,0.127296,0.133634,0.119379,0.104759,0.109517,0.090585,0.096493,0.000228,0.000243,0.000243,0.00029,0.000279,0.000286,0.000269,0.000252,0.000257,0.000234,0.000241,420.006173,401.680415,401.03075,471.451041,456.582492,466.59666,443.013782,416.163512,425.475006,386.342422,399.793898,2593143.632,1816.577181,1606.589237,1617.496657,1607.089237,2479.003343,22.196565,-58.94634,247913.6177,452.389342,564.134183,439.458599,3657.039307,548.009413,143.43562,5406,7.41887,10.513712,11.02878,9.998645,356.908497,0.990334,1541.658347,1400.545437,1542.158347,2695.954563,22.195673,-58.969866,230679.2186,548.828804,420.311793,3345.451416,509.913027,143.780408,7.446041,10.55303,11.07827,10.027789,1.520774,0.990112,1161.700736,1574.346437,1162.200736,2522.153563,22.190343,-58.951239,230086.5286,548.398523,419.56081,3418.618652,508.602894,144.134648,7.444761,10.568262,11.090122,10.046401,355.177819,0.990014,829.532405,2125.062836,830.032405,1971.437164,22.185671,-58.89174,311874.8778,618.946242,503.880396,4393.90332,689.394839,145.201885,7.452294,10.608673,11.102236,10.11511,351.898443,0.990651,979.783516,1067.536802,980.283516,3028.963198,22.187821,-59.006184,292822.5606,603.101658,485.5277,4216.355469,647.279972,144.676727,7.469835,10.571075,11.137162,10.004988,358.951521,0.98858,550.051175,1519.546808,550.551175,2576.953192,22.181785,-58.957376,305683.0076,614.004288,497.851585,4186.947266,675.707801,145.29651,7.463628,10.618277,11.192913,10.043642,353.640315,0.98776,685.476839,2014.460218,685.976839,2082.039782,22.183663,-58.903758,276552.7363,589.590598,469.058932,4003.882568,611.315764,144.597513,7.382776,10.561544,11.095585,10.027503,354.277269,0.989408,2705.746918,1768.818952,2706.246918,2327.681048,22.211926,-58.929107,245895.5638,562.472895,437.168735,3491.136475,543.548534,143.760829,7.426411,10.664647,11.142724,10.18657,359.7502,0.991993,1821.071388,439.112285,1821.571388,3657.387715,22.199667,-59.073786,255961.2023,571.176916,448.129459,3641.463379,565.79848,143.229439,7.459237,10.543465,11.073402,10.013528,0.589752,0.989941,2205.422565,698.882961,2205.922565,3397.617039,22.205038,-59.045382,215388.2408,534.866742,402.695146,3053.447021,476.112545,144.007613,7.369598,10.667671,11.167397,10.167945,359.365616,0.991256,165.24617,2242.357806,165.74617,1854.142194,22.176389,-58.87918,228199.6955,545.759104,418.132641,3357.795654,504.432077,141.994589,7.379816,10.664147,11.225722,10.102572,351.611011,0.987966
